viersteller;vierstellername;Anzahl BA;unter 1 Jahr;1 bis unter 5 Jahre;5 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 70 Jahre;70 bis unter 75 Jahre;75 bis unter 80 Jahre;80 bis unter 85 Jahre;85 bis unter 90 Jahre;90 Jahre und älter;Ant00J;Ant0105J;Ant0510J;Ant1015J;Ant1520J;Ant2025J;Ant2530J;Ant3035J;Ant3540J;Ant4045J;Ant4550J;Ant5055J;Ant5560J;Ant6065J;Ant6570J;Ant7075J;Ant7580J;Ant8085J;Ant8590J;Ant90ffJ
5-674;Rekonstruktion der Cervix uteri in der Gravidität;127;0;0;0;0;1;10;33;49;28;6;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0079;0,0787;0,2598;0,3858;0,2205;0,0472;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5-675;Andere Rekonstruktion der Cervix uteri;76;0;0;0;0;0;3;12;22;12;7;9;3;3;2;1;1;1;0;0;0;0,00;0,00;0,00;0,00;0,00;0,0395;0,1579;0,2895;0,1579;0,0921;0,1184;0,0395;0,0395;0,0263;0,0132;0,0132;0,0132;0,00;0,00;0,00
5-679;Andere Operationen an der Cervix uteri;54;0;0;0;0;1;1;13;12;16;4;3;1;1;1;0;1;0;0;0;0;0,00;0,00;0,00;0,00;0,0185;0,0185;0,2407;0,2222;0,2963;0,0741;0,0556;0,0185;0,0185;0,0185;0,00;0,0185;0,00;0,00;0,00;0,00
5-680;Inzision des Uterus [Hysterotomie];-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
5-681;Exzision und Destruktion von erkranktem Gewebe des Uterus;3638;0;0;0;0;0;26;141;364;547;740;858;472;148;100;71;88;52;19;10;2;0,00;0,00;0,00;0,00;0,00;0,0071;0,0388;0,1001;0,1504;0,2034;0,2358;0,1297;0,0407;0,0275;0,0195;0,0242;0,0143;0,0052;0,0027;0,0005
5-682;Subtotale Uterusexstirpation;2362;0;0;0;0;1;2;11;60;221;581;894;424;98;30;21;9;8;2;0;0;0,00;0,00;0,00;0,00;0,0004;0,0008;0,0047;0,0254;0,0936;0,246;0,3785;0,1795;0,0415;0,0127;0,0089;0,0038;0,0034;0,0008;0,00;0,00
5-683;Uterusexstirpation [Hysterektomie];8657;0;0;0;0;1;6;65;247;691;1619;2172;1267;597;515;432;483;374;136;42;10;0,00;0,00;0,00;0,00;0,0001;0,0007;0,0075;0,0285;0,0798;0,187;0,2509;0,1464;0,069;0,0595;0,0499;0,0558;0,0432;0,0157;0,0049;0,0012
5-684;Zervixstumpfexstirpation;34;0;0;0;0;0;0;1;1;6;6;5;7;1;2;0;2;1;2;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,0294;0,0294;0,1765;0,1765;0,1471;0,2059;0,0294;0,0588;0,00;0,0588;0,0294;0,0588;0,00;0,00
5-685;Radikale Uterusexstirpation;98;0;0;0;0;0;0;0;0;4;5;7;14;13;12;11;14;11;5;2;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0408;0,051;0,0714;0,1429;0,1327;0,1224;0,1122;0,1429;0,1122;0,051;0,0204;0,00
5-686;Radikale Zervixstumpfexstirpation;5;0;0;0;0;0;0;0;0;0;0;2;1;0;1;1;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,40;0,20;0,00;0,20;0,20;0,00;0,00;0,00;0,00;0,00
5-687;Exenteration [Eviszeration] des weiblichen kleinen Beckens;8;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;2;2;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,125;0,25;0,00;0,25;0,25;0,00;0,125;0,00
5-689;Andere Inzision und Exzision des Uterus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5-690;Therapeutische Kürettage [Abrasio uteri];4579;0;0;0;3;62;274;594;846;742;482;413;318;159;148;122;147;146;81;31;11;0,00;0,00;0,00;0,0007;0,0135;0,0598;0,1297;0,1848;0,162;0,1053;0,0902;0,0694;0,0347;0,0323;0,0266;0,0321;0,0319;0,0177;0,0068;0,0024
5-691;Entfernung eines intrauterinen Fremdkörpers;172;0;0;0;0;2;7;6;16;31;50;37;12;8;2;0;1;0;0;0;0;0,00;0,00;0,00;0,00;0,0116;0,0407;0,0349;0,093;0,1802;0,2907;0,2151;0,0698;0,0465;0,0116;0,00;0,0058;0,00;0,00;0,00;0,00
5-692;Exzision und Destruktion von erkranktem Gewebe der Parametrien;841;0;0;0;0;8;51;103;248;240;105;51;21;4;3;1;3;2;1;0;0;0,00;0,00;0,00;0,00;0,0095;0,0606;0,1225;0,2949;0,2854;0,1249;0,0606;0,025;0,0048;0,0036;0,0012;0,0036;0,0024;0,0012;0,00;0,00
5-693;Plastische Rekonstruktion der Parametrien (bei Lagekorrektur des Uterus);12;0;0;0;0;2;2;1;3;2;1;0;1;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,1667;0,1667;0,0833;0,25;0,1667;0,0833;0,00;0,0833;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5-694;Parazervikale Uterusdenervation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5-695;Rekonstruktion des Uterus;270;0;0;0;0;0;7;24;83;88;45;15;2;2;3;0;1;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,0259;0,0889;0,3074;0,3259;0,1667;0,0556;0,0074;0,0074;0,0111;0,00;0,0037;0,00;0,00;0,00;0,00
5-699;Andere Operationen an Uterus und Parametrien;7;0;0;0;0;0;2;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,2857;0,1429;0,00;0,4286;0,1429;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5-700;Kuldotomie;55;0;0;0;0;1;2;4;2;4;8;11;8;0;3;6;1;2;3;0;0;0,00;0,00;0,00;0,00;0,0182;0,0364;0,0727;0,0364;0,0727;0,1455;0,20;0,1455;0,00;0,0545;0,1091;0,0182;0,0364;0,0545;0,00;0,00
5-701;Inzision der Vagina;41;0;0;0;1;3;2;3;4;5;4;3;4;2;1;4;3;2;0;0;0;0,00;0,00;0,00;0,0244;0,0732;0,0488;0,0732;0,0976;0,122;0,0976;0,0732;0,0976;0,0488;0,0244;0,0976;0,0732;0,0488;0,00;0,00;0,00
5-702;Lokale Exzision und Destruktion von erkranktem Gewebe der Vagina und des Douglasraumes;1377;0;0;0;3;26;94;236;311;276;165;116;49;19;17;14;22;17;9;2;1;0,00;0,00;0,00;0,0022;0,0189;0,0683;0,1714;0,2259;0,2004;0,1198;0,0842;0,0356;0,0138;0,0123;0,0102;0,016;0,0123;0,0065;0,0015;0,0007
5-703;Verschluss und (sub-)totale Exstirpation der Vagina;98;0;0;0;0;0;0;0;1;0;0;0;3;3;2;7;17;27;27;8;3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0102;0,00;0,00;0,00;0,0306;0,0306;0,0204;0,0714;0,1735;0,2755;0,2755;0,0816;0,0306
5-704;Vaginale Kolporrhaphie und Beckenbodenplastik;7007;0;0;0;0;1;5;17;42;139;298;581;796;760;968;897;1156;938;322;73;14;0,00;0,00;0,00;0,00;0,0001;0,0007;0,0024;0,006;0,0198;0,0425;0,0829;0,1136;0,1085;0,1381;0,128;0,165;0,1339;0,046;0,0104;0,002
5-705;Konstruktion und Rekonstruktion der Vagina;11;0;0;0;0;0;0;1;3;0;1;2;0;0;1;0;1;1;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,0909;0,2727;0,00;0,0909;0,1818;0,00;0,00;0,0909;0,00;0,0909;0,0909;0,00;0,0909;0,00
5-706;Andere plastische Rekonstruktion der Vagina;147;0;0;3;1;2;8;15;31;12;10;19;14;5;4;6;4;6;3;1;3;0,00;0,00;0,0204;0,0068;0,0136;0,0544;0,102;0,2109;0,0816;0,068;0,1293;0,0952;0,034;0,0272;0,0408;0,0272;0,0408;0,0204;0,0068;0,0204
5-707;Plastische Rekonstruktion des kleinen Beckens und des Douglasraumes;613;0;0;0;0;0;1;1;8;11;31;56;72;53;72;66;110;82;40;7;3;0,00;0,00;0,00;0,00;0,00;0,0016;0,0016;0,0131;0,0179;0,0506;0,0914;0,1175;0,0865;0,1175;0,1077;0,1794;0,1338;0,0653;0,0114;0,0049
5-709;Andere Operationen an Vagina und Douglasraum;25;0;0;0;0;0;3;0;0;1;3;6;3;1;2;1;1;2;1;1;0;0,00;0,00;0,00;0,00;0,00;0,12;0,00;0,00;0,04;0,12;0,24;0,12;0,04;0,08;0,04;0,04;0,08;0,04;0,04;0,00
5-710;Inzision der Vulva;43;0;0;0;0;0;1;11;3;3;3;7;2;4;0;1;2;2;2;1;1;0,00;0,00;0,00;0,00;0,00;0,0233;0,2558;0,0698;0,0698;0,0698;0,1628;0,0465;0,093;0,00;0,0233;0,0465;0,0465;0,0465;0,0233;0,0233
5-711;Operationen an der Bartholin-Drüse (Zyste);185;0;1;0;0;9;20;20;28;22;11;19;22;3;10;4;3;7;3;1;2;0,00;0,0054;0,00;0,00;0,0486;0,1081;0,1081;0,1514;0,1189;0,0595;0,1027;0,1189;0,0162;0,0541;0,0216;0,0162;0,0378;0,0162;0,0054;0,0108
5-712;Andere Exzision und Destruktion von erkranktem Gewebe der Vulva;301;0;0;0;1;11;9;18;22;30;28;35;23;25;18;10;23;20;14;10;4;0,00;0,00;0,00;0,0033;0,0365;0,0299;0,0598;0,0731;0,0997;0,093;0,1163;0,0764;0,0831;0,0598;0,0332;0,0764;0,0664;0,0465;0,0332;0,0133
5-713;Operationen an der Klitoris;12;0;0;0;0;0;0;1;1;1;0;0;1;1;0;2;1;2;2;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,0833;0,0833;0,0833;0,00;0,00;0,0833;0,0833;0,00;0,1667;0,0833;0,1667;0,1667;0,00;0,00
5-714;Vulvektomie;177;0;0;0;0;5;6;4;2;10;15;18;10;10;11;9;17;27;20;10;3;0,00;0,00;0,00;0,00;0,0282;0,0339;0,0226;0,0113;0,0565;0,0847;0,1017;0,0565;0,0565;0,0621;0,0508;0,096;0,1525;0,113;0,0565;0,0169
5-715;Radikale Vulvektomie;8;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;2;2;0;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,25;0,00;0,00;0,125;0,25;0,25;0,00;0,125;0,00
5-716;Konstruktion und Rekonstruktion der Vulva (und des Perineums);183;0;1;0;2;9;9;9;8;4;11;17;20;13;17;14;25;15;6;3;0;0,00;0,0055;0,00;0,0109;0,0492;0,0492;0,0492;0,0437;0,0219;0,0601;0,0929;0,1093;0,071;0,0929;0,0765;0,1366;0,082;0,0328;0,0164;0,00
5-718;Andere Operationen an der Vulva;23;0;1;0;0;1;2;2;3;3;1;3;1;0;1;0;0;3;1;1;0;0,00;0,0435;0,00;0,00;0,0435;0,087;0,087;0,1304;0,1304;0,0435;0,1304;0,0435;0,00;0,0435;0,00;0,00;0,1304;0,0435;0,0435;0,00
5-719;Andere Operationen an den weiblichen Geschlechtsorganen;5;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;2;0;0;0,00;0,00;0,00;0,00;0,00;0,20;0,00;0,00;0,00;0,00;0,00;0,20;0,00;0,00;0,00;0,20;0,00;0,40;0,00;0,00
5-720;Zangenentbindung;289;0;0;0;0;8;40;96;101;35;8;1;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0277;0,1384;0,3322;0,3495;0,1211;0,0277;0,0035;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5-724;Drehung des kindlichen Kopfes mit Zange;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5-725;Extraktion bei Beckenendlage;5;0;0;0;0;0;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,20;0,40;0,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5-727;Spontane und vaginale operative Entbindung bei Beckenendlage;21;0;0;0;0;1;3;3;5;3;6;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0476;0,1429;0,1429;0,2381;0,1429;0,2857;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5-728;Vakuumentbindung;3063;0;0;0;1;56;383;1005;1097;461;59;1;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,0003;0,0183;0,125;0,3281;0,3581;0,1505;0,0193;0,0003;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5-729;Andere instrumentelle Entbindung;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
5-730;Künstliche Fruchtblasensprengung [Amniotomie];5929;0;0;0;1;123;786;1830;2094;916;174;5;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,0002;0,0207;0,1326;0,3087;0,3532;0,1545;0,0293;0,0008;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5-731;Andere operative Geburtseinleitung;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
5-732;Innere und kombinierte Wendung ohne und mit Extraktion;9;0;0;0;0;0;1;2;5;1;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,1111;0,2222;0,5556;0,1111;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5-733;Misslungene vaginale operative Entbindung;53;0;0;0;0;1;6;15;22;6;3;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0189;0,1132;0,283;0,4151;0,1132;0,0566;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5-734;Operative Maßnahmen am Feten zur Geburtserleichterung;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
5-738;Episiotomie und Naht;6141;0;0;0;1;153;737;1961;2225;927;131;3;1;0;0;1;1;0;0;0;0;0,00;0,00;0,00;0,0002;0,0249;0,12;0,3193;0,3623;0,151;0,0213;0,0005;0,0002;0,00;0,00;0,0002;0,0002;0,00;0,00;0,00;0,00
5-739;Andere Operationen zur Unterstützung der Geburt;3;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,3333;0,6667;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5-740;Klassische Sectio caesarea;5731;0;0;0;0;78;646;1519;2045;1142;287;12;2;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0136;0,1127;0,265;0,3568;0,1993;0,0501;0,0021;0,0003;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5-741;Sectio caesarea, suprazervikal und korporal;523;0;0;0;0;10;64;152;172;99;23;3;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0191;0,1224;0,2906;0,3289;0,1893;0,044;0,0057;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5-742;Sectio caesarea extraperitonealis;57;0;0;0;0;3;12;16;14;8;4;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0526;0,2105;0,2807;0,2456;0,1404;0,0702;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5-743;Entfernung eines intraperitonealen Embryos;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5-744;Operationen bei Extrauteringravidität;378;0;0;0;0;1;39;85;143;88;18;2;1;1;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0026;0,1032;0,2249;0,3783;0,2328;0,0476;0,0053;0,0026;0,0026;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5-749;Andere Sectio caesarea;16136;0;0;0;0;234;1601;4321;5842;3386;722;30;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0145;0,0992;0,2678;0,362;0,2098;0,0447;0,0019;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5-750;Intraamniale Injektion zur Beendigung der Schwangerschaft;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5-751;Kürettage zur Beendigung der Schwangerschaft [Abruptio];160;0;0;0;0;16;43;33;33;24;9;2;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,10;0,2688;0,2063;0,2063;0,15;0,0563;0,0125;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5-752;Andere Operationen zur Beendigung einer Schwangerschaft;7;0;0;0;0;0;0;1;5;1;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,1429;0,7143;0,1429;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5-753;Therapeutische Amniozentese [Amnionpunktion];79;0;0;0;0;0;7;17;18;32;5;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,0886;0,2152;0,2278;0,4051;0,0633;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5-754;Intrauterine Therapie des Feten;37;0;0;0;0;0;8;9;10;8;2;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,2162;0,2432;0,2703;0,2162;0,0541;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5-755;Andere intrauterine Operationen am Feten;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
5-756;Entfernung zurückgebliebener Plazenta (postpartal);1460;0;0;0;0;18;141;384;557;299;57;4;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0123;0,0966;0,263;0,3815;0,2048;0,039;0,0027;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5-757;Uterusexstirpation, geburtshilflich;8;0;0;0;0;0;0;1;0;6;1;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,125;0,00;0,75;0,125;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5-758;Rekonstruktion weiblicher Geschlechtsorgane nach Ruptur, post partum [Dammriss];14970;0;0;0;0;276;1667;4450;5605;2576;389;6;1;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0184;0,1114;0,2973;0,3744;0,1721;0,026;0,0004;0,0001;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5-759;Andere geburtshilfliche Operationen;45;0;0;0;0;0;7;14;15;7;1;1;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,1556;0,3111;0,3333;0,1556;0,0222;0,0222;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5-760;Reposition einer lateralen Mittelgesichtsfraktur;131;0;0;0;2;3;11;12;11;9;7;6;12;12;11;3;12;7;6;7;0;0,00;0,00;0,00;0,0153;0,0229;0,084;0,0916;0,084;0,0687;0,0534;0,0458;0,0916;0,0916;0,084;0,0229;0,0916;0,0534;0,0458;0,0534;0,00
5-761;Reposition einer zentralen Mittelgesichtsfraktur;42;0;5;1;0;1;3;6;3;1;4;1;3;1;7;2;2;1;0;0;1;0,00;0,119;0,0238;0,00;0,0238;0,0714;0,1429;0,0714;0,0238;0,0952;0,0238;0,0714;0,0238;0,1667;0,0476;0,0476;0,0238;0,00;0,00;0,0238
5-762;Reposition einer zentrolateralen Mittelgesichtsfraktur;24;0;0;0;0;1;1;3;2;2;1;1;4;1;1;3;4;0;0;0;0;0,00;0,00;0,00;0,00;0,0417;0,0417;0,125;0,0833;0,0833;0,0417;0,0417;0,1667;0,0417;0,0417;0,125;0,1667;0,00;0,00;0,00;0,00
5-763;Reposition anderer kombinierter Mittelgesichtsfrakturen (Mehrfachfraktur);27;0;0;0;0;4;3;2;1;1;3;1;1;1;4;2;1;2;0;1;0;0,00;0,00;0,00;0,00;0,1481;0,1111;0,0741;0,037;0,037;0,1111;0,037;0,037;0,037;0,1481;0,0741;0,037;0,0741;0,00;0,037;0,00
5-764;Reposition einer Fraktur des Corpus mandibulae und des Processus alveolaris mandibulae;102;0;0;1;1;16;14;14;8;8;7;9;4;2;4;3;1;2;4;3;1;0,00;0,00;0,0098;0,0098;0,1569;0,1373;0,1373;0,0784;0,0784;0,0686;0,0882;0,0392;0,0196;0,0392;0,0294;0,0098;0,0196;0,0392;0,0294;0,0098
5-765;Reposition einer Fraktur des Ramus mandibulae und des Processus articularis mandibulae;72;0;0;0;0;8;19;8;8;7;1;3;5;2;0;7;1;1;1;1;0;0,00;0,00;0,00;0,00;0,1111;0,2639;0,1111;0,1111;0,0972;0,0139;0,0417;0,0694;0,0278;0,00;0,0972;0,0139;0,0139;0,0139;0,0139;0,00
5-766;Reposition einer Orbitafraktur;127;0;0;0;0;6;13;14;11;6;8;6;8;8;8;10;7;12;6;2;2;0,00;0,00;0,00;0,00;0,0472;0,1024;0,1102;0,0866;0,0472;0,063;0,0472;0,063;0,063;0,063;0,0787;0,0551;0,0945;0,0472;0,0157;0,0157
5-767;Reposition einer Stirnhöhlenwandfraktur;10;0;0;0;0;1;3;3;0;0;0;0;0;0;0;1;2;0;0;0;0;0,00;0,00;0,00;0,00;0,10;0,30;0,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,20;0,00;0,00;0,00;0,00
5-768;Reosteotomien disloziert verheilter Gesichtsschädelfrakturen;11;0;0;0;0;2;2;1;0;1;2;3;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,1818;0,1818;0,0909;0,00;0,0909;0,1818;0,2727;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
5-769;Andere Operationen bei Gesichtsschädelfrakturen;610;0;0;4;4;109;123;97;72;59;40;38;37;12;5;3;2;2;2;1;0;0,00;0,00;0,0066;0,0066;0,1787;0,2016;0,159;0,118;0,0967;0,0656;0,0623;0,0607;0,0197;0,0082;0,0049;0,0033;0,0033;0,0033;0,0016;0,00
5-770;Inzision (Osteotomie), lokale Exzision und Destruktion (von erkranktem Gewebe) eines Gesichtsschädelknochens;292;0;0;0;2;8;25;15;8;11;13;19;16;15;23;26;39;37;22;7;6;0,00;0,00;0,00;0,0068;0,0274;0,0856;0,0514;0,0274;0,0377;0,0445;0,0651;0,0548;0,0514;0,0788;0,089;0,1336;0,1267;0,0753;0,024;0,0205
5-771;Partielle und totale Resektion eines Gesichtsschädelknochens;108;0;0;0;0;1;7;6;4;8;5;4;5;7;13;16;14;12;4;2;0;0,00;0,00;0,00;0,00;0,0093;0,0648;0,0556;0,037;0,0741;0,0463;0,037;0,0463;0,0648;0,1204;0,1481;0,1296;0,1111;0,037;0,0185;0,00
5-772;Partielle und totale Resektion der Mandibula;132;0;0;0;2;2;3;3;6;8;7;4;21;11;17;11;16;12;5;4;0;0,00;0,00;0,00;0,0152;0,0152;0,0227;0,0227;0,0455;0,0606;0,053;0,0303;0,1591;0,0833;0,1288;0,0833;0,1212;0,0909;0,0379;0,0303;0,00
5-773;Arthroplastik am Kiefergelenk;42;0;0;0;0;6;3;10;3;1;0;6;2;3;2;1;2;1;2;0;0;0,00;0,00;0,00;0,00;0,1429;0,0714;0,2381;0,0714;0,0238;0,00;0,1429;0,0476;0,0714;0,0476;0,0238;0,0476;0,0238;0,0476;0,00;0,00
5-774;Plastische Rekonstruktion und Augmentation der Maxilla;147;0;0;1;1;11;6;10;3;5;9;17;17;19;21;9;17;1;0;0;0;0,00;0,00;0,0068;0,0068;0,0748;0,0408;0,068;0,0204;0,034;0,0612;0,1156;0,1156;0,1293;0,1429;0,0612;0,1156;0,0068;0,00;0,00;0,00
5-775;Plastische Rekonstruktion und Augmentation der Mandibula;126;0;0;0;1;10;12;16;13;10;8;13;9;8;7;8;6;2;1;2;0;0,00;0,00;0,00;0,0079;0,0794;0,0952;0,127;0,1032;0,0794;0,0635;0,1032;0,0714;0,0635;0,0556;0,0635;0,0476;0,0159;0,0079;0,0159;0,00
5-776;Osteotomie zur Verlagerung des Untergesichtes;1602;0;0;0;11;339;339;280;207;158;108;82;60;15;2;1;0;0;0;0;0;0,00;0,00;0,00;0,0069;0,2116;0,2116;0,1748;0,1292;0,0986;0,0674;0,0512;0,0375;0,0094;0,0012;0,0006;0,00;0,00;0,00;0,00;0,00
5-777;Osteotomie zur Verlagerung des Mittelgesichtes;1064;0;0;0;10;266;238;197;128;88;52;45;24;9;5;1;1;0;0;0;0;0,00;0,00;0,00;0,0094;0,25;0,2237;0,1852;0,1203;0,0827;0,0489;0,0423;0,0226;0,0085;0,0047;0,0009;0,0009;0,00;0,00;0,00;0,00
5-778;Rekonstruktion der Weichteile im Gesicht;69;0;8;4;4;2;0;1;1;1;0;4;5;4;1;3;11;8;6;4;2;0,00;0,1159;0,058;0,058;0,029;0,00;0,0145;0,0145;0,0145;0,00;0,058;0,0725;0,058;0,0145;0,0435;0,1594;0,1159;0,087;0,058;0,029
