viersteller;vierstellername;Anzahl HA;unter 1 Jahr;1 bis unter 5 Jahre;5 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 70 Jahre;70 bis unter 75 Jahre;75 bis unter 80 Jahre;80 bis unter 85 Jahre;85 bis unter 90 Jahre;90 Jahre und älter;Ant00J;Ant0105J;Ant0510J;Ant1015J;Ant1520J;Ant2025J;Ant2530J;Ant3035J;Ant3540J;Ant4045J;Ant4550J;Ant5055J;Ant5560J;Ant6065J;Ant6570J;Ant7075J;Ant7580J;Ant8085J;Ant8590J;Ant90ffJ
5-397;Andere plastische Rekonstruktion von Blutgefäßen;3928;146;55;29;34;49;60;85;67;75;112;202;293;345;395;401;589;588;291;97;15;0,0372;0,014;0,0074;0,0087;0,0125;0,0153;0,0216;0,0171;0,0191;0,0285;0,0514;0,0746;0,0878;0,1006;0,1021;0,1499;0,1497;0,0741;0,0247;0,0038
5-398;Operationen am Glomus caroticum und anderen Paraganglien;382;0;0;0;0;1;10;12;8;17;14;26;45;36;38;36;54;63;13;9;0;0,00;0,00;0,00;0,00;0,0026;0,0262;0,0314;0,0209;0,0445;0,0366;0,0681;0,1178;0,0942;0,0995;0,0942;0,1414;0,1649;0,034;0,0236;0,00
5-399;Andere Operationen an Blutgefäßen;137339;1139;1479;960;849;1049;879;1263;1944;2400;3990;7433;10988;13478;16192;16103;21866;19850;10185;4272;1020;0,0083;0,0108;0,007;0,0062;0,0076;0,0064;0,0092;0,0142;0,0175;0,0291;0,0541;0,08;0,0981;0,1179;0,1173;0,1592;0,1445;0,0742;0,0311;0,0074
5-400;Inzision von Lymphknoten und Lymphgefäßen;384;23;48;13;11;5;7;3;6;15;15;18;24;25;37;29;30;37;22;10;6;0,0599;0,125;0,0339;0,0286;0,013;0,0182;0,0078;0,0156;0,0391;0,0391;0,0469;0,0625;0,0651;0,0964;0,0755;0,0781;0,0964;0,0573;0,026;0,0156
5-401;Exzision einzelner Lymphknoten und Lymphgefäße;87584;73;280;228;300;557;842;1220;1683;2423;4337;7826;10699;9343;10634;9981;10666;9796;4540;1782;374;0,0008;0,0032;0,0026;0,0034;0,0064;0,0096;0,0139;0,0192;0,0277;0,0495;0,0894;0,1222;0,1067;0,1214;0,114;0,1218;0,1118;0,0518;0,0203;0,0043
5-402;Regionale Lymphadenektomie (Ausräumung mehrerer Lymphknoten einer Region) als selbständiger Eingriff;14122;5;40;32;52;89;132;192;276;408;703;1203;1489;1518;1684;1456;1941;1698;773;338;93;0,0004;0,0028;0,0023;0,0037;0,0063;0,0093;0,0136;0,0195;0,0289;0,0498;0,0852;0,1054;0,1075;0,1192;0,1031;0,1374;0,1202;0,0547;0,0239;0,0066
5-403;Radikale zervikale Lymphadenektomie [Neck dissection];21579;9;63;44;63;135;310;385;462;501;766;1538;2584;3112;3167;2487;2474;1931;961;445;142;0,0004;0,0029;0,002;0,0029;0,0063;0,0144;0,0178;0,0214;0,0232;0,0355;0,0713;0,1197;0,1442;0,1468;0,1153;0,1146;0,0895;0,0445;0,0206;0,0066
5-404;Radikale (systematische) Lymphadenektomie als selbständiger Eingriff;7790;0;3;1;5;19;103;151;194;225;364;659;785;808;1042;920;1109;906;330;130;36;0,00;0,0004;0,0001;0,0006;0,0024;0,0132;0,0194;0,0249;0,0289;0,0467;0,0846;0,1008;0,1037;0,1338;0,1181;0,1424;0,1163;0,0424;0,0167;0,0046
5-405;Operationen am Ductus thoracicus;317;3;0;0;1;1;1;7;3;11;13;21;31;38;56;44;36;35;13;3;0;0,0095;0,00;0,00;0,0032;0,0032;0,0032;0,0221;0,0095;0,0347;0,041;0,0662;0,0978;0,1199;0,1767;0,1388;0,1136;0,1104;0,041;0,0095;0,00
5-406;Regionale Lymphadenektomie (Ausräumung mehrerer Lymphknoten einer Region) im Rahmen einer anderen Operation;21802;11;45;23;30;57;72;106;268;379;690;1399;1913;2045;2520;2559;3443;3294;1853;853;242;0,0005;0,0021;0,0011;0,0014;0,0026;0,0033;0,0049;0,0123;0,0174;0,0316;0,0642;0,0877;0,0938;0,1156;0,1174;0,1579;0,1511;0,085;0,0391;0,0111
5-407;Radikale (systematische) Lymphadenektomie im Rahmen einer anderen Operation;10841;0;4;3;0;8;20;66;109;225;442;796;1032;1082;1360;1268;1628;1638;751;344;65;0,00;0,0004;0,0003;0,00;0,0007;0,0018;0,0061;0,0101;0,0208;0,0408;0,0734;0,0952;0,0998;0,1254;0,117;0,1502;0,1511;0,0693;0,0317;0,006
5-408;Andere Operationen am Lymphgefäßsystem;2544;13;12;16;10;10;9;27;52;39;70;103;165;246;322;415;504;339;122;50;20;0,0051;0,0047;0,0063;0,0039;0,0039;0,0035;0,0106;0,0204;0,0153;0,0275;0,0405;0,0649;0,0967;0,1266;0,1631;0,1981;0,1333;0,048;0,0197;0,0079
5-410;Entnahme von hämatopoetischen Stammzellen aus Knochenmark und peripherem Blut zur Transplantation;4676;20;108;91;85;92;144;136;156;135;252;410;587;679;762;571;384;58;3;2;1;0,0043;0,0231;0,0195;0,0182;0,0197;0,0308;0,0291;0,0334;0,0289;0,0539;0,0877;0,1255;0,1452;0,163;0,1221;0,0821;0,0124;0,0006;0,0004;0,0002
5-411;Transplantation von hämatopoetischen Stammzellen aus dem Knochenmark;485;25;53;68;57;43;20;7;9;10;19;26;34;38;43;21;12;0;0;0;0;0,0515;0,1093;0,1402;0,1175;0,0887;0,0412;0,0144;0,0186;0,0206;0,0392;0,0536;0,0701;0,0784;0,0887;0,0433;0,0247;0,00;0,00;0,00;0,00
5-412;Inzision der Milz;29;0;0;0;2;4;2;4;1;1;1;3;1;4;0;1;2;1;1;1;0;0,00;0,00;0,00;0,069;0,1379;0,069;0,1379;0,0345;0,0345;0,0345;0,1034;0,0345;0,1379;0,00;0,0345;0,069;0,0345;0,0345;0,0345;0,00
5-413;Splenektomie;7551;8;17;36;57;177;167;149;154;174;278;450;615;730;839;824;1110;1007;479;242;38;0,0011;0,0023;0,0048;0,0075;0,0234;0,0221;0,0197;0,0204;0,023;0,0368;0,0596;0,0814;0,0967;0,1111;0,1091;0,147;0,1334;0,0634;0,032;0,005
5-418;Andere Operationen am Knochenmark;15;0;0;0;0;0;2;0;2;0;0;0;1;0;1;0;3;3;2;1;0;0,00;0,00;0,00;0,00;0,00;0,1333;0,00;0,1333;0,00;0,00;0,00;0,0667;0,00;0,0667;0,00;0,20;0,20;0,1333;0,0667;0,00
5-419;Andere Operationen an der Milz;2280;8;3;32;40;84;80;56;69;49;79;97;141;159;201;213;313;344;176;111;25;0,0035;0,0013;0,014;0,0175;0,0368;0,0351;0,0246;0,0303;0,0215;0,0346;0,0425;0,0618;0,0697;0,0882;0,0934;0,1373;0,1509;0,0772;0,0487;0,011
5-420;Inzision des Ösophagus;908;4;6;5;6;21;38;36;27;47;47;82;87;68;101;81;103;77;39;27;6;0,0044;0,0066;0,0055;0,0066;0,0231;0,0419;0,0396;0,0297;0,0518;0,0518;0,0903;0,0958;0,0749;0,1112;0,0892;0,1134;0,0848;0,043;0,0297;0,0066
5-421;Ösophagostomie als selbständiger Eingriff;85;7;0;0;0;0;0;0;0;0;2;8;5;9;11;8;17;10;3;4;1;0,0824;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0235;0,0941;0,0588;0,1059;0,1294;0,0941;0,20;0,1176;0,0353;0,0471;0,0118
5-422;Lokale Exzision und Destruktion von erkranktem Gewebe des Ösophagus;7084;11;2;2;3;19;44;52;75;81;192;333;547;709;858;880;1126;1091;641;314;104;0,0016;0,0003;0,0003;0,0004;0,0027;0,0062;0,0073;0,0106;0,0114;0,0271;0,047;0,0772;0,1001;0,1211;0,1242;0,1589;0,154;0,0905;0,0443;0,0147
5-423;Partielle Ösophagusresektion ohne Wiederherstellung der Kontinuität;126;3;1;0;0;0;0;0;0;0;1;11;9;13;17;21;22;15;8;5;0;0,0238;0,0079;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0079;0,0873;0,0714;0,1032;0,1349;0,1667;0,1746;0,119;0,0635;0,0397;0,00
5-424;Partielle Ösophagusresektion mit Wiederherstellung der Kontinuität;1469;4;8;0;3;1;2;3;11;10;30;70;132;164;230;175;255;224;108;36;3;0,0027;0,0054;0,00;0,002;0,0007;0,0014;0,002;0,0075;0,0068;0,0204;0,0477;0,0899;0,1116;0,1566;0,1191;0,1736;0,1525;0,0735;0,0245;0,002
5-425;(Totale) Ösophagektomie ohne Wiederherstellung der Kontinuität;70;0;1;0;0;0;0;0;0;1;2;3;6;14;10;9;15;5;2;2;0;0,00;0,0143;0,00;0,00;0,00;0,00;0,00;0,00;0,0143;0,0286;0,0429;0,0857;0,20;0,1429;0,1286;0,2143;0,0714;0,0286;0,0286;0,00
5-426;(Totale) Ösophagektomie mit Wiederherstellung der Kontinuität;1964;5;4;0;0;1;1;3;6;14;39;115;210;290;345;297;360;213;44;16;1;0,0025;0,002;0,00;0,00;0,0005;0,0005;0,0015;0,0031;0,0071;0,0199;0,0586;0,1069;0,1477;0,1757;0,1512;0,1833;0,1085;0,0224;0,0081;0,0005
5-427;Rekonstruktion der Ösophaguspassage (als selbständiger Eingriff);147;4;2;0;1;0;0;0;0;0;5;11;17;24;20;22;20;9;8;4;0;0,0272;0,0136;0,00;0,0068;0,00;0,00;0,00;0,00;0,00;0,034;0,0748;0,1156;0,1633;0,1361;0,1497;0,1361;0,0612;0,0544;0,0272;0,00
5-428;Rekonstruktion der Ösophaguspassage bei Atresie und Versorgung einer kongenitalen ösophagotrachealen Fistel;223;216;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;0;1;0;0,9686;0,0045;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0135;0,00;0,00;0,009;0,00;0,0045;0,00
5-429;Andere Operationen am Ösophagus;53284;324;356;148;166;233;297;451;581;870;1474;2948;4747;5648;6777;5939;7396;6789;4258;2824;1058;0,0061;0,0067;0,0028;0,0031;0,0044;0,0056;0,0085;0,0109;0,0163;0,0277;0,0553;0,0891;0,106;0,1272;0,1115;0,1388;0,1274;0,0799;0,053;0,0199
5-430;Gastrotomie;537;4;5;3;3;11;3;13;12;9;19;28;44;58;61;50;52;88;40;23;11;0,0074;0,0093;0,0056;0,0056;0,0205;0,0056;0,0242;0,0223;0,0168;0,0354;0,0521;0,0819;0,108;0,1136;0,0931;0,0968;0,1639;0,0745;0,0428;0,0205
5-431;Gastrostomie;52491;360;410;206;194;251;255;277;289;372;703;1669;3000;4199;5034;5339;7903;9053;6622;4546;1809;0,0069;0,0078;0,0039;0,0037;0,0048;0,0049;0,0053;0,0055;0,0071;0,0134;0,0318;0,0572;0,08;0,0959;0,1017;0,1506;0,1725;0,1262;0,0866;0,0345
5-432;Operationen am Pylorus;2452;921;6;2;2;7;14;31;40;31;49;76;132;147;183;131;204;197;132;104;43;0,3756;0,0024;0,0008;0,0008;0,0029;0,0057;0,0126;0,0163;0,0126;0,02;0,031;0,0538;0,06;0,0746;0,0534;0,0832;0,0803;0,0538;0,0424;0,0175
5-433;Lokale Exzision und Destruktion von erkranktem Gewebe des Magens;23953;3;3;7;22;62;96;147;215;250;417;735;1118;1500;2097;2418;4048;4683;3294;2107;731;0,0001;0,0001;0,0003;0,0009;0,0026;0,004;0,0061;0,009;0,0104;0,0174;0,0307;0,0467;0,0626;0,0875;0,1009;0,169;0,1955;0,1375;0,088;0,0305
5-434;Atypische partielle Magenresektion;7290;3;4;3;3;51;211;385;561;626;738;936;861;730;573;427;428;360;236;121;33;0,0004;0,0005;0,0004;0,0004;0,007;0,0289;0,0528;0,077;0,0859;0,1012;0,1284;0,1181;0,1001;0,0786;0,0586;0,0587;0,0494;0,0324;0,0166;0,0045
5-435;Partielle Magenresektion (2/3-Resektion);2236;1;0;0;0;1;3;8;18;30;45;100;171;176;212;227;342;350;285;184;83;0,0004;0,00;0,00;0,00;0,0004;0,0013;0,0036;0,0081;0,0134;0,0201;0,0447;0,0765;0,0787;0,0948;0,1015;0,153;0,1565;0,1275;0,0823;0,0371
5-436;Subtotale Magenresektion (4/5-Resektion);1885;1;0;0;0;1;2;4;12;17;35;59;97;125;185;184;312;406;295;127;23;0,0005;0,00;0,00;0,00;0,0005;0,0011;0,0021;0,0064;0,009;0,0186;0,0313;0,0515;0,0663;0,0981;0,0976;0,1655;0,2154;0,1565;0,0674;0,0122
5-437;(Totale) Gastrektomie;4713;1;0;0;0;1;12;7;37;60;93;217;351;423;601;574;822;885;468;146;15;0,0002;0,00;0,00;0,00;0,0002;0,0025;0,0015;0,0079;0,0127;0,0197;0,046;0,0745;0,0898;0,1275;0,1218;0,1744;0,1878;0,0993;0,031;0,0032
5-438;(Totale) Gastrektomie mit subtotaler Ösophagusresektion;307;0;0;0;0;0;0;1;5;2;5;15;27;26;52;51;49;48;20;6;0;0,00;0,00;0,00;0,00;0,00;0,00;0,0033;0,0163;0,0065;0,0163;0,0489;0,0879;0,0847;0,1694;0,1661;0,1596;0,1564;0,0651;0,0195;0,00
5-439;Andere Inzision, Exzision und Resektion am Magen;223;0;1;0;0;1;3;4;3;5;16;12;13;25;21;20;38;25;13;16;7;0,00;0,0045;0,00;0,00;0,0045;0,0135;0,0179;0,0135;0,0224;0,0717;0,0538;0,0583;0,1121;0,0942;0,0897;0,1704;0,1121;0,0583;0,0717;0,0314
5-444;Vagotomie;62;0;1;0;4;3;1;0;1;1;2;2;9;8;5;4;10;6;2;2;1;0,00;0,0161;0,00;0,0645;0,0484;0,0161;0,00;0,0161;0,0161;0,0323;0,0323;0,1452;0,129;0,0806;0,0645;0,1613;0,0968;0,0323;0,0323;0,0161
5-445;Gastroenterostomie ohne Magenresektion [Bypassverfahren];7083;7;3;4;2;22;168;327;488;549;649;810;799;668;526;410;551;495;352;201;52;0,001;0,0004;0,0006;0,0003;0,0031;0,0237;0,0462;0,0689;0,0775;0,0916;0,1144;0,1128;0,0943;0,0743;0,0579;0,0778;0,0699;0,0497;0,0284;0,0073
5-447;Revision nach Magenresektion;515;0;0;0;0;0;4;7;13;14;34;55;55;66;47;49;81;52;25;11;2;0,00;0,00;0,00;0,00;0,00;0,0078;0,0136;0,0252;0,0272;0,066;0,1068;0,1068;0,1282;0,0913;0,0951;0,1573;0,101;0,0485;0,0214;0,0039
5-448;Andere Rekonstruktion am Magen;13494;99;115;88;62;114;202;367;484;559;709;1176;1383;1423;1563;1383;1579;1219;588;287;94;0,0073;0,0085;0,0065;0,0046;0,0084;0,015;0,0272;0,0359;0,0414;0,0525;0,0871;0,1025;0,1055;0,1158;0,1025;0,117;0,0903;0,0436;0,0213;0,007
5-449;Andere Operationen am Magen;46367;13;29;20;35;141;241;369;505;596;994;1726;2470;3090;3844;4100;6621;8051;6773;4705;2044;0,0003;0,0006;0,0004;0,0008;0,003;0,0052;0,008;0,0109;0,0129;0,0214;0,0372;0,0533;0,0666;0,0829;0,0884;0,1428;0,1736;0,1461;0,1015;0,0441
5-450;Inzision des Darmes;4776;65;47;21;23;34;43;63;54;68;129;191;312;364;421;495;700;782;505;320;139;0,0136;0,0098;0,0044;0,0048;0,0071;0,009;0,0132;0,0113;0,0142;0,027;0,04;0,0653;0,0762;0,0881;0,1036;0,1466;0,1637;0,1057;0,067;0,0291
5-451;Lokale Exzision und Destruktion von erkranktem Gewebe des Dünndarmes;14333;106;53;58;115;197;228;206;241;241;348;591;780;1028;1303;1435;2214;2413;1628;831;317;0,0074;0,0037;0,004;0,008;0,0137;0,0159;0,0144;0,0168;0,0168;0,0243;0,0412;0,0544;0,0717;0,0909;0,1001;0,1545;0,1684;0,1136;0,058;0,0221
5-452;Lokale Exzision und Destruktion von erkranktem Gewebe des Dickdarmes;166882;25;73;57;71;237;440;591;859;1302;2487;5413;9451;13836;17180;18879;29304;32704;20733;10773;2467;0,0001;0,0004;0,0003;0,0004;0,0014;0,0026;0,0035;0,0051;0,0078;0,0149;0,0324;0,0566;0,0829;0,1029;0,1131;0,1756;0,196;0,1242;0,0646;0,0148
5-453;Ausschaltung eines Darmsegmentes als selbständiger Eingriff (z.B. bei zweizeitigen plastischen Operationen);67;2;1;0;0;0;0;1;0;0;0;5;4;10;7;9;11;9;6;2;0;0,0299;0,0149;0,00;0,00;0,00;0,00;0,0149;0,00;0,00;0,00;0,0746;0,0597;0,1493;0,1045;0,1343;0,1642;0,1343;0,0896;0,0299;0,00
5-454;Resektion des Dünndarmes;33769;622;98;71;74;171;309;423;480;604;895;1613;2257;2710;3223;3307;4924;5153;3639;2299;897;0,0184;0,0029;0,0021;0,0022;0,0051;0,0092;0,0125;0,0142;0,0179;0,0265;0,0478;0,0668;0,0803;0,0954;0,0979;0,1458;0,1526;0,1078;0,0681;0,0266
5-455;Partielle Resektion des Dickdarmes;91639;236;46;40;90;332;673;907;1332;1593;2660;4938;6760;8255;9394;9498;13667;14476;9339;5614;1789;0,0026;0,0005;0,0004;0,001;0,0036;0,0073;0,0099;0,0145;0,0174;0,029;0,0539;0,0738;0,0901;0,1025;0,1036;0,1491;0,158;0,1019;0,0613;0,0195
5-456;(Totale) Kolektomie und Proktokolektomie;3557;14;6;7;20;66;86;105;143;110;146;198;275;272;339;307;471;476;306;159;51;0,0039;0,0017;0,002;0,0056;0,0186;0,0242;0,0295;0,0402;0,0309;0,041;0,0557;0,0773;0,0765;0,0953;0,0863;0,1324;0,1338;0,086;0,0447;0,0143
5-459;Bypass-Anastomose des Darmes;4938;171;18;6;10;18;21;30;47;95;138;212;332;452;539;545;771;700;459;261;113;0,0346;0,0036;0,0012;0,002;0,0036;0,0043;0,0061;0,0095;0,0192;0,0279;0,0429;0,0672;0,0915;0,1092;0,1104;0,1561;0,1418;0,093;0,0529;0,0229
5-460;Anlegen eines Enterostomas, doppelläufig, als selbständiger Eingriff;10144;329;23;8;23;23;53;93;103;153;237;478;720;829;1066;999;1404;1606;1055;628;314;0,0324;0,0023;0,0008;0,0023;0,0023;0,0052;0,0092;0,0102;0,0151;0,0234;0,0471;0,071;0,0817;0,1051;0,0985;0,1384;0,1583;0,104;0,0619;0,031
5-461;Anlegen eines Enterostomas, endständig, als selbständiger Eingriff;4144;97;2;11;14;9;20;28;55;52;91;190;288;377;463;450;647;633;384;250;83;0,0234;0,0005;0,0027;0,0034;0,0022;0,0048;0,0068;0,0133;0,0125;0,022;0,0458;0,0695;0,091;0,1117;0,1086;0,1561;0,1528;0,0927;0,0603;0,02
5-462;Anlegen eines Enterostomas (als protektive Maßnahme) im Rahmen eines anderen Eingriffes;14260;232;15;6;18;55;83;138;186;227;368;757;1081;1451;1656;1732;2206;2170;1245;503;131;0,0163;0,0011;0,0004;0,0013;0,0039;0,0058;0,0097;0,013;0,0159;0,0258;0,0531;0,0758;0,1018;0,1161;0,1215;0,1547;0,1522;0,0873;0,0353;0,0092
5-463;Anlegen anderer Enterostomata;3330;135;19;12;14;15;18;18;42;36;47;143;221;324;399;368;536;488;291;147;57;0,0405;0,0057;0,0036;0,0042;0,0045;0,0054;0,0054;0,0126;0,0108;0,0141;0,0429;0,0664;0,0973;0,1198;0,1105;0,161;0,1465;0,0874;0,0441;0,0171
5-464;Revision und andere Eingriffe an einem Enterostoma;9264;266;36;24;22;40;52;75;117;128;224;397;633;763;999;1024;1445;1508;886;467;158;0,0287;0,0039;0,0026;0,0024;0,0043;0,0056;0,0081;0,0126;0,0138;0,0242;0,0429;0,0683;0,0824;0,1078;0,1105;0,156;0,1628;0,0956;0,0504;0,0171
5-465;Rückverlagerung eines doppelläufigen Enterostomas;15133;520;71;19;31;76;105;190;244;304;450;897;1318;1611;1785;1835;2273;2007;1022;319;56;0,0344;0,0047;0,0013;0,002;0,005;0,0069;0,0126;0,0161;0,0201;0,0297;0,0593;0,0871;0,1065;0,118;0,1213;0,1502;0,1326;0,0675;0,0211;0,0037
5-466;Wiederherstellung der Kontinuität des Darmes bei endständigen Enterostomata;5330;181;11;4;7;14;35;73;76;127;185;337;568;582;633;611;729;701;333;103;20;0,034;0,0021;0,0008;0,0013;0,0026;0,0066;0,0137;0,0143;0,0238;0,0347;0,0632;0,1066;0,1092;0,1188;0,1146;0,1368;0,1315;0,0625;0,0193;0,0038
5-467;Andere Rekonstruktion des Darmes;24036;248;75;55;84;193;306;419;500;593;870;1482;1836;2191;2398;2394;3338;3441;2124;1145;344;0,0103;0,0031;0,0023;0,0035;0,008;0,0127;0,0174;0,0208;0,0247;0,0362;0,0617;0,0764;0,0912;0,0998;0,0996;0,1389;0,1432;0,0884;0,0476;0,0143
5-468;Intraabdominale Manipulation am Darm;1690;188;113;47;34;47;32;37;32;57;54;91;102;106;111;100;137;141;135;78;48;0,1112;0,0669;0,0278;0,0201;0,0278;0,0189;0,0219;0,0189;0,0337;0,032;0,0538;0,0604;0,0627;0,0657;0,0592;0,0811;0,0834;0,0799;0,0462;0,0284
5-469;Andere Operationen am Darm;373604;1302;500;535;1252;2903;4700;7065;9332;10907;15303;23588;27919;31494;36151;36269;51815;53159;33500;19171;6739;0,0035;0,0013;0,0014;0,0034;0,0078;0,0126;0,0189;0,025;0,0292;0,041;0,0631;0,0747;0,0843;0,0968;0,0971;0,1387;0,1423;0,0897;0,0513;0,018
5-470;Appendektomie;115051;69;668;4421;12189;18800;15094;11049;8323;6559;5965;6770;6004;4891;3873;2733;2947;2484;1261;676;275;0,0006;0,0058;0,0384;0,1059;0,1634;0,1312;0,096;0,0723;0,057;0,0518;0,0588;0,0522;0,0425;0,0337;0,0238;0,0256;0,0216;0,011;0,0059;0,0024
5-471;Simultane Appendektomie;17222;234;66;69;170;402;461;529;559;611;783;1193;1459;1593;1633;1542;2117;1964;1140;546;151;0,0136;0,0038;0,004;0,0099;0,0233;0,0268;0,0307;0,0325;0,0355;0,0455;0,0693;0,0847;0,0925;0,0948;0,0895;0,1229;0,114;0,0662;0,0317;0,0088
5-479;Andere Operationen an der Appendix;427;0;10;16;30;33;14;22;16;16;27;29;27;36;29;27;36;34;16;8;1;0,00;0,0234;0,0375;0,0703;0,0773;0,0328;0,0515;0,0375;0,0375;0,0632;0,0679;0,0632;0,0843;0,0679;0,0632;0,0843;0,0796;0,0375;0,0187;0,0023
5-480;Inzision des Rektums;487;2;3;1;0;1;9;16;34;26;39;48;61;46;58;31;46;42;14;7;3;0,0041;0,0062;0,0021;0,00;0,0021;0,0185;0,0329;0,0698;0,0534;0,0801;0,0986;0,1253;0,0945;0,1191;0,0637;0,0945;0,0862;0,0287;0,0144;0,0062
5-482;Peranale lokale Exzision und Destruktion von erkranktem Gewebe des Rektums;24334;16;84;45;33;60;193;289;416;482;761;1308;1872;2335;2487;2521;3641;3826;2282;1267;416;0,0007;0,0035;0,0018;0,0014;0,0025;0,0079;0,0119;0,0171;0,0198;0,0313;0,0538;0,0769;0,096;0,1022;0,1036;0,1496;0,1572;0,0938;0,0521;0,0171
5-484;Rektumresektion unter Sphinktererhaltung;30129;106;38;7;5;23;61;204;284;416;769;1567;2328;3026;3458;3592;4697;4760;2840;1470;478;0,0035;0,0013;0,0002;0,0002;0,0008;0,002;0,0068;0,0094;0,0138;0,0255;0,052;0,0773;0,1004;0,1148;0,1192;0,1559;0,158;0,0943;0,0488;0,0159
5-485;Rektumresektion ohne Sphinktererhaltung;4341;0;0;0;1;1;8;11;25;33;75;171;303;427;512;514;796;787;421;202;54;0,00;0,00;0,00;0,0002;0,0002;0,0018;0,0025;0,0058;0,0076;0,0173;0,0394;0,0698;0,0984;0,1179;0,1184;0,1834;0,1813;0,097;0,0465;0,0124
5-486;Rekonstruktion des Rektums;5861;9;9;9;17;25;63;123;164;193;268;422;520;603;583;536;725;769;414;294;115;0,0015;0,0015;0,0015;0,0029;0,0043;0,0107;0,021;0,028;0,0329;0,0457;0,072;0,0887;0,1029;0,0995;0,0915;0,1237;0,1312;0,0706;0,0502;0,0196
5-489;Andere Operation am Rektum;13197;23;41;34;22;38;80;100;131;188;262;586;887;1168;1372;1414;2220;2232;1397;766;236;0,0017;0,0031;0,0026;0,0017;0,0029;0,0061;0,0076;0,0099;0,0142;0,0199;0,0444;0,0672;0,0885;0,104;0,1071;0,1682;0,1691;0,1059;0,058;0,0179
5-490;Inzision und Exzision von Gewebe der Perianalregion;50048;418;147;166;238;950;2546;3907;4505;4219;4989;6442;6058;4482;3369;2292;2277;1688;786;434;135;0,0084;0,0029;0,0033;0,0048;0,019;0,0509;0,0781;0,09;0,0843;0,0997;0,1287;0,121;0,0896;0,0673;0,0458;0,0455;0,0337;0,0157;0,0087;0,0027
5-491;Operative Behandlung von Analfisteln;28372;265;46;50;114;426;1252;1976;2553;2534;3090;4014;3781;2689;2089;1297;1071;736;259;104;26;0,0093;0,0016;0,0018;0,004;0,015;0,0441;0,0696;0,09;0,0893;0,1089;0,1415;0,1333;0,0948;0,0736;0,0457;0,0377;0,0259;0,0091;0,0037;0,0009
5-492;Exzision und Destruktion von erkranktem Gewebe des Analkanals;21378;19;33;37;28;298;903;1271;1562;1640;2060;2721;2605;2118;1634;1184;1305;1073;524;277;86;0,0009;0,0015;0,0017;0,0013;0,0139;0,0422;0,0595;0,0731;0,0767;0,0964;0,1273;0,1219;0,0991;0,0764;0,0554;0,061;0,0502;0,0245;0,013;0,004
5-493;Operative Behandlung von Hämorrhoiden;48108;0;14;9;18;272;930;1766;2704;3326;4412;5997;5958;5078;4183;3135;3718;3339;1825;1048;376;0,00;0,0003;0,0002;0,0004;0,0057;0,0193;0,0367;0,0562;0,0691;0,0917;0,1247;0,1238;0,1056;0,087;0,0652;0,0773;0,0694;0,0379;0,0218;0,0078
5-494;Durchtrennung des Sphincter ani [Spinkterotomie];286;3;11;5;0;4;9;12;17;13;23;35;35;25;15;22;24;14;10;7;2;0,0105;0,0385;0,0175;0,00;0,014;0,0315;0,042;0,0594;0,0455;0,0804;0,1224;0,1224;0,0874;0,0524;0,0769;0,0839;0,049;0,035;0,0245;0,007
5-495;Primäre plastische Rekonstruktion bei anorektalen Anomalien;435;271;40;11;2;1;4;3;8;10;11;12;19;12;7;10;5;7;2;0;0;0,623;0,092;0,0253;0,0046;0,0023;0,0092;0,0069;0,0184;0,023;0,0253;0,0276;0,0437;0,0276;0,0161;0,023;0,0115;0,0161;0,0046;0,00;0,00
5-496;Rekonstruktion des Anus und des Sphinkterapparates;4067;44;25;18;13;32;128;251;332;355;418;562;551;357;290;222;211;156;59;33;10;0,0108;0,0061;0,0044;0,0032;0,0079;0,0315;0,0617;0,0816;0,0873;0,1028;0,1382;0,1355;0,0878;0,0713;0,0546;0,0519;0,0384;0,0145;0,0081;0,0025
5-499;Andere Operationen am Anus;5618;294;237;94;47;65;163;226;281;284;364;531;534;504;408;367;463;388;201;126;41;0,0523;0,0422;0,0167;0,0084;0,0116;0,029;0,0402;0,05;0,0506;0,0648;0,0945;0,0951;0,0897;0,0726;0,0653;0,0824;0,0691;0,0358;0,0224;0,0073
5-500;Inzision der Leber;973;2;4;3;2;6;5;7;9;14;16;36;71;87;101;113;160;154;102;61;20;0,0021;0,0041;0,0031;0,0021;0,0062;0,0051;0,0072;0,0092;0,0144;0,0164;0,037;0,073;0,0894;0,1038;0,1161;0,1644;0,1583;0,1048;0,0627;0,0206
