kategorie;kategoriename;Anzahl HA;VwdMw;stdVwd;unter 1 Jahr;1 bis unter 5 Jahre;5 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 70 Jahre;70 bis unter 75 Jahre;75 bis unter 80 Jahre;80 bis unter 85 Jahre;85 bis unter 90 Jahre;90 Jahre und älter;Ant00J;Ant0105J;Ant0510J;Ant1015J;Ant1520J;Ant2025J;Ant2530J;Ant3035J;Ant3540J;Ant4045J;Ant4550J;Ant5055J;Ant5560J;Ant6065J;Ant6570J;Ant7075J;Ant7580J;Ant8085J;Ant8590J;Ant90ffJ
N98;Komplikationen im Zusammenhang mit künstlicher Befruchtung;1450;5,4759;5,2442;0;0;0;0;1;46;389;621;355;38;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0007;0,0317;0,2683;0,4283;0,2448;0,0262;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
N99;Krankheiten des Urogenitalsystems nach medizinischen Maßnahmen, anderenorts nicht klassifiziert;11593;5,2979;4,7763;8;54;112;78;72;144;201;311;333;378;524;712;836;1097;1329;2071;1924;900;414;95;0,0007;0,0047;0,0097;0,0067;0,0062;0,0124;0,0173;0,0268;0,0287;0,0326;0,0452;0,0614;0,0721;0,0946;0,1146;0,1786;0,166;0,0776;0,0357;0,0082
O00;Extrauteringravidität;10701;2,9425;1,6579;0;0;0;2;213;1190;2876;3638;2198;539;43;2;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,0002;0,0199;0,1112;0,2688;0,34;0,2054;0,0504;0,004;0,0002;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O01;Blasenmole;188;2,2819;1,9623;0;0;0;2;4;30;46;48;28;14;9;7;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,0106;0,0213;0,1596;0,2447;0,2553;0,1489;0,0745;0,0479;0,0372;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O02;Sonstige abnorme Konzeptionsprodukte;8128;1,6227;1,4093;0;0;0;8;256;993;1835;2234;1894;817;91;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,001;0,0315;0,1222;0,2258;0,2749;0,233;0,1005;0,0112;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O03;Spontanabort;8793;1,7338;2,0385;0;0;0;12;391;1206;2117;2419;1710;823;109;6;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,0014;0,0445;0,1372;0,2408;0,2751;0,1945;0,0936;0,0124;0,0007;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O04;Ärztlich eingeleiteter Abort;4532;2,186;2,6128;0;0;0;19;240;559;942;1196;1090;454;32;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,0042;0,053;0,1233;0,2079;0,2639;0,2405;0,1002;0,0071;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O05;Sonstiger Abort;891;1,9068;1,9618;1;0;0;0;38;109;229;210;192;97;14;1;0;0;0;0;0;0;0;0;0,0011;0,00;0,00;0,00;0,0426;0,1223;0,257;0,2357;0,2155;0,1089;0,0157;0,0011;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O06;Nicht näher bezeichneter Abort;5802;1,8775;2,5471;0;0;0;11;280;823;1347;1577;1162;531;69;1;1;0;0;0;0;0;0;0;0,00;0,00;0,00;0,0019;0,0483;0,1418;0,2322;0,2718;0,2003;0,0915;0,0119;0,0002;0,0002;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O07;Misslungene Aborteinleitung;92;2,6087;4,0922;1;0;0;0;10;15;22;21;18;5;0;0;0;0;0;0;0;0;0;0;0,0109;0,00;0,00;0,00;0,1087;0,163;0,2391;0,2283;0,1957;0,0543;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O08;Komplikationen nach Abort, Extrauteringravidität und Molenschwangerschaft;1659;2,3852;2,1899;0;0;0;5;123;317;411;432;257;106;7;1;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,003;0,0741;0,1911;0,2477;0,2604;0,1549;0,0639;0,0042;0,0006;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O09;Schwangerschaftsdauer;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O10;Vorher bestehende Hypertonie, die Schwangerschaft, Geburt und Wochenbett kompliziert;1673;4,2744;3,8369;0;0;0;0;24;161;385;538;419;127;18;1;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0143;0,0962;0,2301;0,3216;0,2504;0,0759;0,0108;0,0006;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O11;Vorher bestehende chronische Hypertonie mit aufgepfropfter Präeklampsie, die Schwangerschaft, Geburt und Wochenbett kompliziert;715;7,2979;6,7259;0;0;0;0;1;62;162;235;184;60;10;1;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0014;0,0867;0,2266;0,3287;0,2573;0,0839;0,014;0,0014;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O12;Gestationsödeme und Gestationsproteinurie [schwangerschaftsinduziert] ohne Hypertonie;1839;3,0419;2,6582;0;0;0;0;66;279;647;544;238;60;4;1;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0359;0,1517;0,3518;0,2958;0,1294;0,0326;0,0022;0,0005;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O13;Gestationshypertonie [schwangerschaftsinduzierte Hypertonie];5846;4,0806;3,387;0;0;0;0;79;723;1703;1930;1079;308;24;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0135;0,1237;0,2913;0,3301;0,1846;0,0527;0,0041;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O14;Präeklampsie;12396;6,4017;5,4184;0;0;0;9;262;1502;3653;4052;2236;603;72;7;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,0007;0,0211;0,1212;0,2947;0,3269;0,1804;0,0486;0,0058;0,0006;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O15;Eklampsie;250;7,036;4,7536;0;0;0;1;13;42;70;64;42;17;1;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,004;0,052;0,168;0,28;0,256;0,168;0,068;0,004;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O16;Nicht näher bezeichnete Hypertonie der Mutter;216;2,6343;2,0117;0;0;0;0;6;23;69;73;35;9;1;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0278;0,1065;0,3194;0,338;0,162;0,0417;0,0046;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O20;Blutung in der Frühschwangerschaft;20263;3,4412;3,1708;0;0;0;12;764;3154;6111;6124;3287;741;67;3;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,0006;0,0377;0,1557;0,3016;0,3022;0,1622;0,0366;0,0033;0,0001;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O21;Übermäßiges Erbrechen während der Schwangerschaft;25345;4,0943;3,7073;0;0;0;17;1653;5970;8196;6312;2691;488;18;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,0007;0,0652;0,2355;0,3234;0,249;0,1062;0,0193;0,0007;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O22;Venenkrankheiten und Hämorrhoiden als Komplikationen in der Schwangerschaft;913;3,7777;3,7311;0;0;0;0;23;111;233;307;179;58;1;1;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0252;0,1216;0,2552;0,3363;0,1961;0,0635;0,0011;0,0011;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O23;Infektionen des Urogenitaltraktes in der Schwangerschaft;9112;3,7166;2,9206;0;0;0;14;1001;2316;2651;2070;872;179;8;1;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,0015;0,1099;0,2542;0,2909;0,2272;0,0957;0,0196;0,0009;0,0001;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O24;Diabetes mellitus in der Schwangerschaft;10596;4,1582;3,05;0;0;0;1;139;961;2615;3694;2476;665;45;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,0001;0,0131;0,0907;0,2468;0,3486;0,2337;0,0628;0,0042;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O25;Fehl- und Mangelernährung in der Schwangerschaft;23;4,4348;6,5908;0;0;0;0;0;5;7;8;1;2;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,2174;0,3043;0,3478;0,0435;0,087;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O26;Betreuung der Mutter bei sonstigen Zuständen, die vorwiegend mit der Schwangerschaft verbunden sind;31958;2,589;2,611;0;0;4;42;2360;6928;9676;8286;3862;754;44;2;0;0;0;0;0;0;0;0;0,00;0,00;0,0001;0,0013;0,0738;0,2168;0,3028;0,2593;0,1208;0,0236;0,0014;0,0001;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O28;Abnorme Befunde bei der Screeninguntersuchung der Mutter zur pränatalen Diagnostik;3428;3,2462;3,6727;0;0;0;2;119;520;1072;1082;514;108;11;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,0006;0,0347;0,1517;0,3127;0,3156;0,1499;0,0315;0,0032;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O29;Komplikationen bei Anästhesie in der Schwangerschaft;12;3,4167;2,1933;0;0;0;0;0;0;2;5;5;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,1667;0,4167;0,4167;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O30;Mehrlingsschwangerschaft;4379;6,8251;7,9653;0;0;0;2;37;279;1066;1644;1100;213;31;6;1;0;0;0;0;0;0;0;0,00;0,00;0,00;0,0005;0,0084;0,0637;0,2434;0,3754;0,2512;0,0486;0,0071;0,0014;0,0002;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O31;Komplikationen, die für eine Mehrlingsschwangerschaft spezifisch sind;115;6,3478;7,8215;0;0;0;0;0;18;34;31;22;9;1;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,1565;0,2957;0,2696;0,1913;0,0783;0,0087;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O32;Betreuung der Mutter bei festgestellter oder vermuteter Lage- und Einstellungsanomalie des Feten;10763;3,7532;2,2491;0;0;0;1;172;866;2979;4060;2147;507;29;2;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,0001;0,016;0,0805;0,2768;0,3772;0,1995;0,0471;0,0027;0,0002;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O33;Betreuung der Mutter bei festgestelltem oder vermutetem Missverhältnis zwischen Fetus und Becken;4129;4,6016;1,7852;0;0;0;3;72;441;1200;1467;776;160;10;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,0007;0,0174;0,1068;0,2906;0,3553;0,1879;0,0388;0,0024;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O34;Betreuung der Mutter bei festgestellter oder vermuteter Anomalie der Beckenorgane;51350;6,2011;8,4604;0;1;0;20;1118;5383;12933;17441;11505;2775;163;11;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,0004;0,0218;0,1048;0,2519;0,3396;0,2241;0,054;0,0032;0,0002;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O35;Betreuung der Mutter bei festgestellter oder vermuteter Anomalie oder Schädigung des Feten;2451;4,1518;4,3678;0;0;0;0;83;315;655;817;448;127;6;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0339;0,1285;0,2672;0,3333;0,1828;0,0518;0,0024;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O36;Betreuung der Mutter wegen sonstiger festgestellter oder vermuteter Komplikationen beim Feten;24760;4,3518;4,6621;2;0;0;11;984;3917;7284;7510;4041;929;80;2;0;0;0;0;0;0;0;0;0,0001;0,00;0,00;0,0004;0,0397;0,1582;0,2942;0,3033;0,1632;0,0375;0,0032;0,0001;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O40;Polyhydramnion;1350;4,3519;4,0319;0;0;0;1;33;164;376;440;260;72;4;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,0007;0,0244;0,1215;0,2785;0,3259;0,1926;0,0533;0,003;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O41;Sonstige Veränderungen des Fruchtwassers und der Eihäute;8507;4,7321;3,83;0;0;0;3;270;1425;2574;2671;1279;277;8;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,0004;0,0317;0,1675;0,3026;0,314;0,1503;0,0326;0,0009;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O42;Vorzeitiger Blasensprung;63285;4,1399;3,7673;0;0;0;9;1507;7508;18400;22172;11242;2346;96;4;0;0;0;0;0;0;0;1;0,00;0,00;0,00;0,0001;0,0238;0,1186;0,2907;0,3504;0,1776;0,0371;0,0015;0,0001;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O43;Pathologische Zustände der Plazenta;2110;5,1796;6,7836;0;0;0;2;69;254;619;695;381;83;6;1;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,0009;0,0327;0,1204;0,2934;0,3294;0,1806;0,0393;0,0028;0,0005;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O44;Placenta praevia;5541;7,5526;10,1237;1;0;0;1;53;381;1246;1965;1416;437;39;2;0;0;0;0;0;0;0;0;0,0002;0,00;0,00;0,0002;0,0096;0,0688;0,2249;0,3546;0,2555;0,0789;0,007;0,0004;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O45;Vorzeitige Plazentalösung [Abruptio placentae];1809;5,7955;4,6994;0;0;0;0;52;232;485;606;339;89;5;1;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0287;0,1282;0,2681;0,335;0,1874;0,0492;0,0028;0,0006;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O46;Präpartale Blutung, anderenorts nicht klassifiziert;6465;3,4993;4,5915;0;0;0;4;226;875;1752;2122;1165;308;13;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,0006;0,035;0,1353;0,271;0,3282;0,1802;0,0476;0,002;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O47;Frustrane Kontraktionen [Unnütze Wehen];15745;1,8596;2,0667;0;1;1;12;997;3201;4906;4219;2019;372;17;0;0;0;0;0;0;0;0;0;0,00;0,0001;0,0001;0,0008;0,0633;0,2033;0,3116;0,268;0,1282;0,0236;0,0011;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O48;Übertragene Schwangerschaft;28750;3,8344;1,7907;0;0;0;9;743;3754;8642;9911;4782;867;42;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,0003;0,0258;0,1306;0,3006;0,3447;0,1663;0,0302;0,0015;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O60;Vorzeitige Wehen und Entbindung;35168;5,459;6,9193;0;0;0;22;1915;6048;10518;10419;5153;1018;69;6;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,0006;0,0545;0,172;0,2991;0,2963;0,1465;0,0289;0,002;0,0002;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O61;Misslungene Geburtseinleitung;2874;5,4903;3,284;0;0;0;0;81;432;811;926;477;138;8;1;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0282;0,1503;0,2822;0,3222;0,166;0,048;0,0028;0,0003;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O62;Abnorme Wehentätigkeit;10551;3,566;1,8206;0;0;0;4;360;1484;3299;3457;1633;294;20;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,0004;0,0341;0,1407;0,3127;0,3276;0,1548;0,0279;0,0019;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O63;Protrahierte Geburt;19630;4,8564;1,9156;0;0;0;5;412;2294;6163;7078;3129;523;25;1;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,0003;0,021;0,1169;0,314;0,3606;0,1594;0,0266;0,0013;0,0001;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O64;Geburtshindernis durch Lage-, Haltungs- und Einstellungsanomalien des Feten;18562;4,6388;2,007;1;0;0;5;296;1693;5266;7025;3509;719;47;1;0;0;0;0;0;0;0;0;0,0001;0,00;0,00;0,0003;0,0159;0,0912;0,2837;0,3785;0,189;0,0387;0,0025;0,0001;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O65;Geburtshindernis durch Anomalie des mütterlichen Beckens;8639;4,7962;1,7366;0;0;0;3;113;913;2367;2982;1798;443;17;1;2;0;0;0;0;0;0;0;0,00;0,00;0,00;0,0003;0,0131;0,1057;0,274;0,3452;0,2081;0,0513;0,002;0,0001;0,0002;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O66;Sonstiges Geburtshindernis;3874;4,2721;2,5556;1;0;0;0;97;430;1036;1390;734;174;12;0;0;0;0;0;0;0;0;0;0,0003;0,00;0,00;0,00;0,025;0,111;0,2674;0,3588;0,1895;0,0449;0,0031;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O67;Komplikationen bei Wehen und Entbindung durch intrapartale Blutung, anderenorts nicht klassifiziert;215;4,507;2,1614;0;0;0;0;5;29;60;72;41;8;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0233;0,1349;0,2791;0,3349;0,1907;0,0372;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O68;Komplikationen bei Wehen und Entbindung durch fetalen Distress [fetal distress] [fetaler Gefahrenzustand];55021;4,2267;2,2835;1;0;1;18;1528;7088;16158;18740;9458;1929;97;2;0;1;0;0;0;0;0;0;0,00;0,00;0,00;0,0003;0,0278;0,1288;0,2937;0,3406;0,1719;0,0351;0,0018;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O69;Komplikationen bei Wehen und Entbindung durch Nabelschnurkomplikationen;10969;3,4463;2,2715;0;0;0;2;313;1456;3323;3676;1819;361;19;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,0002;0,0285;0,1327;0,3029;0,3351;0,1658;0,0329;0,0017;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O70;Dammriss unter der Geburt;71422;3,2368;1,438;0;0;0;11;1467;7705;20454;26617;12944;2169;54;1;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,0002;0,0205;0,1079;0,2864;0,3727;0,1812;0,0304;0,0008;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O71;Sonstige Verletzungen unter der Geburt;22695;3,4173;1,8792;0;0;0;8;896;3442;6970;7562;3218;572;25;2;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,0004;0,0395;0,1517;0,3071;0,3332;0,1418;0,0252;0,0011;0,0001;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O72;Postpartale Blutung;6495;3,4497;2,3359;0;0;0;2;145;758;1858;2294;1218;209;11;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,0003;0,0223;0,1167;0,2861;0,3532;0,1875;0,0322;0,0017;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O73;Retention der Plazenta und der Eihäute ohne Blutung;1680;3,0708;1,8648;0;0;0;0;33;166;450;615;365;50;1;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0196;0,0988;0,2679;0,3661;0,2173;0,0298;0,0006;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O74;Komplikationen bei Anästhesie während der Wehentätigkeit und bei der Entbindung;597;4,1709;1,8202;0;0;0;0;13;52;146;251;116;17;2;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0218;0,0871;0,2446;0,4204;0,1943;0,0285;0,0034;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O75;Sonstige Komplikationen bei Wehentätigkeit und Entbindung, anderenorts nicht klassifiziert;10360;3,8091;2,0454;1;0;0;1;101;962;2686;3887;2257;453;11;1;0;0;0;0;0;0;0;0;0,0001;0,00;0,00;0,0001;0,0097;0,0929;0,2593;0,3752;0,2179;0,0437;0,0011;0,0001;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O80;Spontangeburt eines Einlings;67387;2,9528;1,3148;10;1;0;17;1826;8985;20340;23092;11098;1960;57;1;0;0;0;0;0;0;0;0;0,0001;0,00;0,00;0,0003;0,0271;0,1333;0,3018;0,3427;0,1647;0,0291;0,0008;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O81;Geburt eines Einlings durch Zangen- oder Vakuumextraktion;2018;3,9638;1,5742;0;0;0;0;44;272;699;696;261;42;4;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0218;0,1348;0,3464;0,3449;0,1293;0,0208;0,002;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O82;Geburt eines Einlings durch Schnittentbindung [Sectio caesarea];13775;4,636;2,1921;1;0;0;6;299;1625;3603;4472;2870;825;69;5;0;0;0;0;0;0;0;0;0,0001;0,00;0,00;0,0004;0,0217;0,118;0,2616;0,3246;0,2083;0,0599;0,005;0,0004;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O85;Puerperalfieber;2033;4,1235;2,4228;0;0;0;0;75;320;599;651;324;58;6;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0369;0,1574;0,2946;0,3202;0,1594;0,0285;0,003;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O86;Sonstige Wochenbettinfektionen;1595;4,4282;3,4953;0;0;0;0;62;247;447;513;263;62;1;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0389;0,1549;0,2803;0,3216;0,1649;0,0389;0,0006;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O87;Venenkrankheiten und Hämorrhoiden als Komplikationen im Wochenbett;288;3,9167;3,6806;0;0;0;0;6;41;60;95;65;20;1;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0208;0,1424;0,2083;0,3299;0,2257;0,0694;0,0035;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O88;Embolie während der Gestationsperiode;91;7,6154;8,0991;0;0;0;0;2;12;32;23;13;7;1;0;1;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,022;0,1319;0,3516;0,2527;0,1429;0,0769;0,011;0,00;0,011;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O89;Komplikationen bei Anästhesie im Wochenbett;230;3,0348;2,104;0;0;0;0;12;42;63;68;33;11;1;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0522;0,1826;0,2739;0,2957;0,1435;0,0478;0,0043;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O90;Wochenbettkomplikationen, anderenorts nicht klassifiziert;2961;3,1226;3,0478;0;0;0;1;64;343;817;1036;579;114;6;1;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,0003;0,0216;0,1158;0,2759;0,3499;0,1955;0,0385;0,002;0,0003;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O91;Infektionen der Mamma [Brustdrüse] im Zusammenhang mit der Gestation;4248;3,8806;2,1281;0;0;1;0;110;507;1344;1489;664;124;9;0;0;0;0;0;0;0;0;0;0,00;0,00;0,0002;0,00;0,0259;0,1194;0,3164;0,3505;0,1563;0,0292;0,0021;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O92;Sonstige Krankheiten der Mamma [Brustdrüse] im Zusammenhang mit der Gestation und Laktationsstörungen;907;3,0573;1,8236;2;0;0;0;32;165;267;280;132;27;2;0;0;0;0;0;0;0;0;0;0,0022;0,00;0,00;0,00;0,0353;0,1819;0,2944;0,3087;0,1455;0,0298;0,0022;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O94;Folgen von Komplikationen während Schwangerschaft, Geburt und Wochenbett;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O95;Sterbefall während der Gestationsperiode nicht näher bezeichneter Ursache;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O96;Tod infolge jeder gestationsbedingten Ursache nach mehr als 42 Tagen bis unter einem Jahr nach der Entbindung;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O97;Tod an den Folgen gestationsbedingter Ursachen;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O98;Infektiöse und parasitäre Krankheiten der Mutter, die anderenorts klassifizierbar sind, die jedoch Schwangerschaft, Geburt und Wochenbett komplizieren;4861;2,8393;2,9871;2;0;0;4;242;897;1541;1445;624;104;2;0;0;0;0;0;0;0;0;0;0,0004;0,00;0,00;0,0008;0,0498;0,1845;0,317;0,2973;0,1284;0,0214;0,0004;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O99;Sonstige Krankheiten der Mutter, die anderenorts klassifizierbar sind, die jedoch Schwangerschaft, Geburt und Wochenbett komplizieren;31853;2,9559;3,093;1;0;0;28;1661;5875;9534;9213;4496;990;53;1;0;1;0;0;0;0;0;0;0,00;0,00;0,00;0,0009;0,0521;0,1844;0,2993;0,2892;0,1411;0,0311;0,0017;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
P00;Schädigung des Feten und Neugeborenen durch Zustände der Mutter, die zur vorliegenden Schwangerschaft keine Beziehung haben müssen;1115;3,8502;2,885;1115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
