drg;name;AnzahlHA;mwVwd;vwdStd;AnzKLHA;AntKLHA;AnzLLHA;AntLLHA
I69B;Knochenkrankheiten und spezifische Arthropathien ohne komplexe Diagnose;69726;6,2433;4,8461;7318;0,105;3644;0,0523
I71A;Muskel- und Sehnenerkrankungen außer bei Para- / Tetraplegie oder Verstauchung, Zerrung, Luxation an Hüftgelenk, Becken und Oberschenkel, mit Zerebralparese oder Kontraktur;494;4,168;3,7365;112;0,2267;33;0,0668
I71B;Muskel- und Sehnenerkrankungen außer bei Para- / Tetraplegie oder Verstauchung, Zerrung, Luxation an Hüftgelenk, Becken und Oberschenkel, ohne Zerebralparese, ohne Kontraktur;43452;3,982;3,7728;12622;0,2905;2478;0,057
I72Z;Entzündung von Sehnen, Muskeln und Schleimbeuteln mit äußerst schweren oder schweren CC oder Frakturen am Femurschaft, Alter > 2 Jahre;3356;9,9464;7,5708;677;0,2017;218;0,065
I73Z;Nachbehandlung bei Erkrankungen des Bindegewebes;14601;5,3204;5,5857;3431;0,235;942;0,0645
I74A;Verletzungen an Unterarm, Handgelenk, Hand oder Fuß mit äußerst schweren oder schweren CC oder unspezifische Arthropathien;10620;5,7397;4,6101;1288;0,1213;613;0,0577
I74B;Verletzungen an Unterarm, Handgelenk, Hand oder Fuß ohne äußerst schwere oder schwere CC, Alter < 10 Jahre;2449;1,4459;1,0632;1781;0,7272;43;0,0176
I74C;Verletzungen an Unterarm, Handgelenk, Hand oder Fuß ohne äußerst schwere oder schwere CC, Alter > 9 Jahre;12650;3,0972;4,4496;4913;0,3884;590;0,0466
I75A;Schwere Verletzungen von Schulter, Arm, Ellenbogen, Knie, Bein und Sprunggelenk mit CC;4610;8,0885;6,5628;705;0,1529;346;0,0751
I75B;Schwere Verletzungen von Schulter, Arm, Ellenbogen, Knie, Bein und Sprunggelenk ohne CC oder Entzündungen von Sehnen, Muskeln und Schleimbeuteln ohne äußerst schwere oder schwere CC;31992;4,5177;3,6608;6188;0,1934;1412;0,0441
I76A;Andere Erkrankungen des Bindegewebes mit komplizierender Diagnose oder äußerst schweren CC oder septische Arthritis mit äußerst schweren CC oder Alter < 16 Jahre;4438;9,2395;11,2633;975;0,2197;400;0,0901
I76B;Andere Erkrankungen des Bindegewebes ohne komplizierende Diagnose, ohne äußerst schwere CC oder septische Arthritis ohne äußerst schwere CC, Alter > 15 Jahre;13311;4,1608;4,1466;3864;0,2903;887;0,0666
I77Z;Mäßig schwere Verletzungen von Schulter, Arm, Ellenbogen, Knie, Bein und Sprunggelenk;23173;3,8885;3,7793;6881;0,2969;1213;0,0523
I78Z;Leichte bis moderate Verletzungen von Schulter, Arm, Ellenbogen, Knie, Bein und Sprunggelenk;13437;2,3022;2,5024;7670;0,5708;523;0,0389
I79Z;Fibromyalgie;8137;9,148;4,7267;893;0,1097;82;0,0101
I95Z;Implantation einer Tumorendoprothese oder Knochentotalersatz am Femur;822;23,545;19,6024;15;0,0182;130;0,1582
I96Z;Frührehabilitation mit bestimmter OR-Prozedur bei Krankheiten und Störungen an Muskel-Skelett-System und Bindegewebe, mehr als 20 Tage;336;42,6845;23,6572;0;0,00;0;0,00
I97Z;Rheumatologische Komplexbehandlung bei Krankheiten und Störungen an Muskel-Skelett-System und Bindegewebe;10154;15,5911;1,8986;0;0,00;409;0,0403
I98Z;Komplexe Vakuumbehandlung bei Krankheiten und Störungen an Muskel-Skelett-System und Bindegewebe;4240;46,2139;27,0998;19;0,0045;1175;0,2771
J01Z;Gewebetransplantation mit mikrovaskulärer Anastomosierung bei bösartiger Neubildung an Haut, Unterhaut und Mamma;1705;10,7666;5,3161;7;0,0041;117;0,0686
J02A;Hauttransplantation oder Lappenplastik an der unteren Extr. bei Ulkus od. Infektion / Entzündung od. ausgedehnte Lymphad. od. Gewebetranspl. mit mikrovask. Anastomos., mit äuß. schw. CC bei Para- / Tetraplegie od. mit kompl. Eingr.;1573;31,4317;20,6351;60;0,0381;283;0,1799
J02B;Hauttranspl. od. Lappenpl. an d. unt. Extr. b. Ulkus/Infekt./Entz. od. ausged. Lymphad. od. Gewebetranspl. m. mikrovask. Anastomos., m. äuß. schw. CC auß. b. Para- / Tetrapl., oh. kompl. Eingr. od. oh. äuß. schw. CC, m. kompl. Eingr.;3712;26,1293;17,6477;182;0,049;610;0,1643
J02C;Hauttransplantation oder Lappenplastik an der unteren Extremität bei Ulkus oder Infektion / Entzündung oder ausgedehnte Lymphadenektomie, ohne äußerst schwere CC, ohne komplexen Eingriff;4402;17,5872;11,6586;277;0,0629;512;0,1163
J03Z;Eingriffe an der Haut der unteren Extremität bei Ulkus oder Infektion / Entzündung;4849;11,3757;8,038;479;0,0988;254;0,0524
J04Z;Eingriffe an der Haut der unteren Extremität außer bei Ulkus oder Infektion / Entzündung;8836;6,6221;6,7753;988;0,1118;979;0,1108
J06Z;Mastektomie mit Prothesenimplantation und plastischer Operation bei bösartiger Neubildung;3955;7,4705;3,4545;56;0,0142;139;0,0351
J07A;Kleine Eingriffe an der Mamma mit axillärer Lymphknotenexzision oder äußerst schweren oder schweren CC bei bösartiger Neubildung, mit beidseitigem Eingriff;1750;6,1029;3,1024;15;0,0086;134;0,0766
J07B;Kleine Eingriffe an der Mamma mit axillärer Lymphknotenexzision oder äußerst schweren oder schweren CC bei bösartiger Neubildung, ohne beidseitigen Eingriff;27931;5,0606;2,539;326;0,0117;1028;0,0368
J08A;Andere Hauttransplantation oder Debridement mit kompl. Diagnose oder mit Eingr. an Kopf u. Hals od. äußerst schw. CC, mit kompl. Proz. od. Eingr. an d. Haut der unt. Extremität b. Ulkus od. Infekt. / Entzünd. b. Para- / Tetrapl., mit äußerst schw. CC;768;14,0313;11,8035;73;0,0951;104;0,1354
J08B;Andere Hauttransplantation oder Debridement ohne komplexe Prozedur, mit bestimmtem Eingriff an Haut, Unterhaut und Mamma, mit äußerst schweren CC;7197;20,5575;16,0921;679;0,0943;1038;0,1442
J08C;Andere Hauttransplantation oder Debridement ohne komplexe Prozedur, mit komplexer Diagnose oder mit Eingriff an Kopf und Hals, ohne bestimmten Eingriff an Haut, Unterhaut und Mamma oder ohne äußerst schwere CC;972;7,0329;7,2462;270;0,2778;60;0,0617
J09A;Eingriffe bei Sinus pilonidalis und perianal, Alter < 16 Jahre;1384;2,6178;2,0321;494;0,3569;100;0,0723
J09B;Eingriffe bei Sinus pilonidalis und perianal, Alter > 15 Jahre;26516;2,1662;1,9473;12205;0,4603;1017;0,0384
J10A;Plastische Operationen an Haut, Unterhaut und Mamma bei bösartiger Neubildung;8639;4,1685;3,0464;1014;0,1174;304;0,0352
J10B;Plastische Operationen an Haut, Unterhaut und Mamma außer bei bösartiger Neubildung;6295;3,4043;3,3722;1688;0,2681;335;0,0532
J11A;Andere Eingriffe an Haut, Unterhaut und Mamma mit bestimmtem Eingriff bei komplizierender Diagnose oder bei Para- / Tetraplegie oder selektive Embolisation bei Hämangiom;1852;11,7219;9,6578;283;0,1528;190;0,1026
J11B;Andere Eingriffe an Haut, Unterhaut und Mamma ohne bestimmten Eingriff bei komplizierender Diagnose, außer bei Para- / Tetraplegie, ohne selektive Embolisation bei Hämangiom, mit mäßig komplexer Prozedur oder komplexer Diagnose;24270;5,0476;6,0768;6224;0,2564;1712;0,0705
J11C;Andere Eingriffe an Haut, Unterhaut und Mamma ohne komplizierende Diagnose, außer bei Para- / Tetraplegie, ohne selektive Embolisation bei Hämangiom, ohne mäßig komplexe Prozedur, ohne komplexe Diagnose;64983;2,8098;3,3551;29585;0,4553;3149;0,0485
J14A;Plastische Rekonstruktion der Mamma bei bösart. Neubild. mit aufwändiger Rekonstr. oder beidseit. Mastektomie bei bösart. Neubild. oder Strahlenther. mit operat. Proz. bei Krankh. und Störungen an Haut, Unterhaut und Mamma, mit beidseit. Prothesenimpl.;2035;9,0658;5,0363;17;0,0084;61;0,03
J14B;Plastische Rekonstruktion der Mamma bei bösartiger Neubildung ohne aufwändige Rekonstruktion;218;4,7752;3,1094;13;0,0596;10;0,0459
J16Z;Beidseitige Mastektomie bei bösartiger Neubildung oder Strahlentherapie mit operativer Prozedur bei Krankheiten und Störungen an Haut, Unterhaut und Mamma, ohne beidseitige Prothesenimplantation;4761;6,9853;5,285;185;0,0389;375;0,0788
J17Z;Strahlentherapie bei Krankheiten und Störungen an Haut, Unterhaut und Mamma, mehr als ein Belegungstag, mehr als 9 Bestrahlungen;1359;28,2539;15,3541;72;0,053;153;0,1126
J18Z;Andere Strahlentherapie bei Krankheiten und Störungen an Haut, Unterhaut und Mamma, mehr als ein Belegungstag;1835;10,2937;9,0973;317;0,1728;159;0,0866
J21Z;Andere Hauttransplantation oder Debridement mit Lymphknotenexzision oder schweren CC;13814;9,0022;8,6523;1741;0,126;1315;0,0952
J22A;Andere Hauttransplantation oder Debridement ohne komplexen Eingriff, ohne komplexe Diagnose, ohne äußerst schwere oder schwere CC, mit Weichteildeckung;20618;5,2081;3,3096;878;0,0426;1280;0,0621
J22B;Andere Hauttransplantation oder Debridement ohne komplexen Eingriff, ohne komplexe Diagnose, ohne äußerst schwere oder schwere CC, ohne Weichteildeckung;47222;4,8499;4,8464;7130;0,151;4049;0,0857
J23Z;Große Eingriffe an der Mamma bei bösartiger Neubildung ohne komplexen Eingriff, ohne bestimmten Eingriff an den weiblichen Geschlechtsorganen bei bösartiger Neubildung;29665;7,0854;4,1051;246;0,0083;2227;0,0751
J24A;Eingriffe an der Mamma außer bei bösartiger Neubildung mit ausgedehntem Eingriff, mit Prothesenimplantation oder bestimmter Mammareduktionsplastik;3507;5,0009;2,6801;137;0,0391;192;0,0547
J24B;Eingriffe an der Mamma außer bei bösartiger Neubildung mit ausgedehntem Eingriff, ohne Prothesenimplantation, ohne bestimmte Mammareduktionsplastik;6681;4,5372;2,3147;195;0,0292;184;0,0275
J24C;Eingriffe an der Mamma außer bei bösartiger Neubildung ohne ausgedehnten Eingriff, mit komplexem Eingriff;3388;3,129;2,9342;777;0,2293;199;0,0587
J24D;Eingriffe an der Mamma außer bei bösartiger Neubildung ohne ausgedehnten Eingriff, ohne komplexen Eingriff;16293;2,1964;2,0284;7755;0,476;658;0,0404
J25Z;Kleine Eingriffe an der Mamma bei bösartiger Neubildung ohne äußerst schwere oder schwere CC;24877;3,0566;1,9296;4958;0,1993;1122;0,0451
J26Z;Plastische Rekonstruktion der Mamma mit komplexer Hauttransplantation oder große Eingriffe an der Mamma bei bösartiger Neubildung mit komplexem Eingriff oder bestimmtem Eingriff an den weiblichen Geschlechtsorganen bei bösartiger Neubildung;214;14,6822;8,4399;3;0,014;33;0,1542
J35Z;Komplexe Vakuumbehandlung bei Krankheiten und Störungen an Haut, Unterhaut und Mamma;2522;39,1665;25,0331;45;0,0178;503;0,1994
J44Z;Geriatrische frührehabilitative Komplexbehandlung bei Krankheiten und Störungen an Haut, Unterhaut und Mamma;5659;21,977;6,607;0;0,00;249;0,044
J61A;Schwere Erkrankungen der Haut, mehr als ein Belegungstag, Alter > 17 Jahre oder mit komplexer Diagnose, mit äußerst schweren CC oder Hautulkus bei Para- / Tetraplegie oder hochkomplexe Diagnose;1732;13,2385;10,7381;217;0,1253;138;0,0797
J61B;Schwere Erkrankungen der Haut, mehr als ein Belegungstag, Alter > 17 Jahre, ohne äußerst schwere CC, ohne hochkomplexe Diagnose;17285;11,6142;5,4902;742;0,0429;747;0,0432
J61C;Schwere Erkrankungen der Haut, mehr als ein Belegungstag, Alter < 18 Jahre, ohne hochkomplexe Diagnose oder mäßig schwere Hauterkrankungen, mehr als ein Belegungstag;51091;7,5837;5,3074;0;0,00;4543;0,0889
J62A;Bösartige Neubildungen der Mamma, mehr als ein Belegungstag, mit äußerst schweren CC;4976;12,1059;8,7819;583;0,1172;397;0,0798
J62B;Bösartige Neubildungen der Mamma, ein Belegungstag oder ohne äußerst schwere CC;28398;4,1039;4,7771;12359;0,4352;2090;0,0736
J64A;Infektion / Entzündung der Haut und Unterhaut oder Hautulkus mit äußerst schweren CC;5394;13,6081;8,7025;306;0,0567;449;0,0832
J64B;Infektion / Entzündung der Haut und Unterhaut oder Hautulkus ohne äußerst schwere CC;129825;6,0104;4,3419;11639;0,0897;9350;0,072
J65Z;Verletzung der Haut, Unterhaut und Mamma;149358;2,794;3,0191;60618;0,4059;8937;0,0598
J67Z;Erkrankungen der Mamma außer bösartige Neubildung oder leichte bis moderate Hauterkrankungen;26801;4,3427;3,4809;1953;0,0729;1693;0,0632
J68A;Erkrankungen der Haut, ein Belegungstag, mit komplexer Diagnose;3592;1,00;0,00;0;0,00;0;0,00
J68B;Erkrankungen der Haut, ein Belegungstag, ohne komplexe Diagnose;16627;1,00;0,00;0;0,00;0;0,00
J77Z;Komplexbehandlung bei multiresistenten Erregern bei Krankheiten und Störungen an Haut, Unterhaut und Mamma;1585;14,3804;8,0297;0;0,00;166;0,1047
K01Z;Verschiedene Eingriffe bei Diabetes mellitus mit Komplikationen, mit Frührehabilitation oder geriatrischer frührehabilitativer Komplexbehandlung;250;49,304;26,6061;0;0,00;0;0,00
K03A;Eingriffe an der Nebenniere bei bösartiger Neubildung oder Eingriff an der Hypophyse, Alter < 18 Jahre;79;11,038;7,3979;1;0,0127;4;0,0506
K03B;Eingriffe an der Nebenniere bei bösartiger Neubildung oder Eingriff an der Hypophyse, Alter > 17 Jahre;2997;10,6677;6,3031;15;0,005;253;0,0844
K04A;Große Eingriffe bei Adipositas mit komplexem Eingriff;8496;6,3067;4,4855;5;0,0006;330;0,0388
K04B;Große Eingriffe bei Adipositas ohne komplexen Eingriff;179;3,8547;2,1043;7;0,0391;4;0,0223
K06A;Eingriffe an Schilddrüse, Nebenschilddrüse und Ductus thyreoglossus bei bösartiger Neubildung mit äußerst schweren CC oder Parathyreoidektomie oder äußerst schwere oder schwere CC, mit Thyreoidektomie durch Sternotomie;290;15,1724;12,0416;23;0,0793;20;0,069
K06B;Eingriffe an Schilddrüse, Nebenschilddrüse und Ductus thyreoglossus ohne äußerst schwere CC, bei bösartiger Neubildung;4479;4,0636;2,5343;25;0,0056;190;0,0424
K06C;Eingriffe an Schilddrüse, Nebenschilddrüse und Ductus thyreoglossus, mit Parathyreoidektomie oder äuß. schw. oder schw. CC, ohne Thyreoidektomie durch Sternotomie, außer bei bösartiger Neubildung;8762;4,718;4,5139;42;0,0048;575;0,0656
K06D;Eingriffe an Schilddrüse, Nebenschilddrüse und Ductus thyreoglossus, außer bei bösartiger Neubildung, ohne Parathyreoidektomie, ohne äußerst schwere oder schwere CC;57571;3,4239;1,4951;292;0,0051;1650;0,0287
K07Z;Andere Eingriffe bei Adipositas;3608;7,4726;6,236;19;0,0053;254;0,0704
K09A;Andere Prozeduren bei endokrinen, Ernährungs- und Stoffwechselkrankheiten mit hochkomplexem Eingriff oder mit bestimmtem Eingriff und Alter < 7 Jahre oder äußerst schwere CC;843;20,9241;16,6957;84;0,0996;83;0,0985
K09B;Andere Prozeduren bei endokrinen, Ernährungs- und Stoffwechselkrankheiten, ohne hochkomplexen Eingriff, ohne bestimmten Eingriff, mit komplexem Eingriff;2337;7,0869;9,1555;923;0,395;173;0,074
K09C;Andere Prozeduren bei endokrinen, Ernährungs- und Stoffwechselkrankheiten, ohne hochkomplexen Eingriff, ohne bestimmten Eingriff, ohne komplexen Eingriff;1125;5,2178;7,3621;130;0,1156;86;0,0764
K14Z;Eingriffe an der Nebenniere außer bei bösartiger Neubildung und ausgedehnte Lymphadenektomie;3693;6,6705;5,5029;7;0,0019;265;0,0718
K15A;Strahlentherapie bei endokrinen, Ernährungs- und Stoffwechselkrankheiten, mehr als ein Belegungstag, außer Radiojodtherapie;1146;9,5829;11,5958;92;0,0803;143;0,1248
K15B;Strahlentherapie bei endokrinen, Ernährungs- und Stoffwechselkrankheiten, mehr als ein Belegungstag, mit hochkomplexer Radiojodtherapie;4307;3,2842;1,5103;0;0,00;288;0,0669
K15C;Strahlentherapie bei endokrinen, Ernährungs- und Stoffwechselkrankheiten, mehr als ein Belegungstag, mit mäßig komplexer Radiojodtherapie;6351;5,017;3,119;0;0,00;859;0,1353
K15D;Strahlentherapie bei endokrinen, Ernährungs- und Stoffwechselkrankheiten, mehr als ein Belegungstag, mit anderer Radiojodtherapie;19643;3,6069;1,8964;0;0,00;1730;0,0881
K25Z;Komplexbehandlung bei multiresistenten Erregern mit OR-Prozedur bei endokrinen, Ernährungs- und Stoffwechselkrankheiten;1576;25,8985;20,0374;3;0,0019;255;0,1618
K33Z;Mehrzeitige komplexe OR-Prozeduren bei endokrinen, Ernährungs- und Stoffwechselkrankheiten;343;20,1487;17,5679;6;0,0175;47;0,137
K38Z;Hämophagozytäre Erkrankungen;207;15,1643;17,2582;64;0,3092;32;0,1546
K43Z;Frührehabilitation bei endokrinen, Ernährungs- und Stoffwechselkrankheiten;73;31,6575;16,2089;0;0,00;0;0,00
K44Z;Geriatrische frührehabilitative Komplexbehandlung bei endokrinen, Ernährungs- und Stoffwechselkrankheiten;8031;21,2782;6,3609;0;0,00;411;0,0512
K60A;Diabetes mellitus und schwere Ernährungsstörungen, Alter < 16 Jahre, mit multimodaler Komplexbehandlung bei Diabetes mellitus;3878;10,7958;4,0592;0;0,00;213;0,0549
K60B;Diabetes mellitus mit äußerst schweren CC oder schwere Ernährungsstörungen, ohne multimodale Komplexbehandlung bei Diabetes mellitus;8627;12,2732;8,67;1005;0,1165;594;0,0689
K60C;Diabetes mellitus ohne äußerst schwere CC, Alter < 11 Jahre oder Alter < 16 Jahre mit schweren CC oder multiplen Komplikationen oder Ketoazidose, ohne multimodale Komplexbehandlung bei Diabetes mellitus;3643;5,3316;4,5535;430;0,118;172;0,0472
K60D;Diabetes mellitus mit schweren CC oder mit multiplen Komplikationen oder Ketoazidose, Alter > 15 Jahre;50900;8,7387;5,145;3868;0,076;2537;0,0498
K60E;Diabetes mellitus, Alter > 10 Jahre, ohne äußerst schwere oder schwere CC, ohne multiple Komplikationen, ohne Ketoazidose, ohne multimodale Komplexbehandlung bei Diabetes mellitus;77212;6,364;3,9582;8028;0,104;3405;0,0441
K62A;Verschiedene Stoffwechselerkrankungen bei Para- / Tetraplegie oder mit komplizierender Diagnose oder endoskopischer Einlage eines Magenballons oder äußerst schweren CC;18931;8,8832;6,4865;2105;0,1112;1334;0,0705
K62B;Verschiedene Stoffwechselerkrankungen außer bei Para- / Tetraplegie, ohne komplizierende Diagnose, ohne endoskopische Einlage eines Magenballons, ohne äußerst schwere CC;135078;5,3272;3,8929;16450;0,1218;8579;0,0635
K63A;Angeborene Stoffwechselstörungen, mehr als ein Belegungstag, Alter < 6 Jahre oder mit komplexer Diagnose;723;6,0429;7,061;0;0,00;75;0,1037
K63B;Angeborene Stoffwechselstörungen, mehr als ein Belegungstag, Alter > 5 Jahre, ohne komplexe Diagnose;1925;7,0275;5,8749;0;0,00;115;0,0597
K63C;Angeborene Stoffwechselstörungen, ein Belegungstag;1188;1,00;0,00;0;0,00;0;0,00
K64A;Endokrinopathien, mit komplexer Diagnose und äußerst schweren CC;478;14,3096;9,9386;32;0,0669;72;0,1506
K64B;Endokrinopathien mit komplexer Diagnose oder äußerst schweren CC, Alter < 6 Jahre;365;5,2384;5,5073;110;0,3014;22;0,0603
K64C;Endokrinopathien mit komplexer Diagnose oder äußerst schweren CC, Alter > 5 Jahre oder mit bestimmter Diagnose;3644;8,9243;7,1836;572;0,157;283;0,0777
K64D;Endokrinopathien ohne komplexe Diagnose, ohne bestimmte Diagnose, ohne äußerst schwere CC;23985;4,8781;4,4758;5477;0,2284;1433;0,0597
K77Z;Komplexbehandlung bei multiresistenten Erregern bei endokrinen, Ernährungs- und Stoffwechselkrankheiten;1671;14,3471;7,9703;0;0,00;149;0,0892
L02A;Operatives Einbringen eines Peritonealdialysekatheters, Alter < 10 Jahre oder Blasenrekonstruktion und kontinenter Pouch bei Neubildung mit Multiviszeraleingriff oder Verschluss einer Blasenekstrophie;260;23,30;13,3467;3;0,0115;11;0,0423
L02B;Operatives Einbringen eines Peritonealdialysekatheters, Alter > 9 Jahre mit akuter Niereninsuffizienz, oder mit chronischer Niereninsuffizienz mit Dialyse;1003;17,3111;12,7167;79;0,0788;89;0,0887
L02C;Operatives Einbringen eines Peritonealdialysekatheters, Alter > 9 Jahre, ohne akute Niereninsuffizienz, ohne chronische Niereninsuffizienz mit Dialyse;874;5,5481;4,8065;75;0,0858;60;0,0686
L03Z;Nieren-, Ureter- und große Harnblaseneingriffe bei Neubildung, Alter < 19 Jahre oder mit äußerst schweren CC oder Kombinationseingriff, ohne großen Eingriff am Darm;9408;19,292;11,287;163;0,0173;966;0,1027
L04A;Nieren-, Ureter- und große Harnblaseneingriffe außer bei Neubildung, ohne äußerst schwere CC, ohne Kombinationseingriff, Alter < 16 Jahre;1675;8,7982;4,6019;46;0,0275;86;0,0513
L04B;Nieren-, Ureter- und große Harnblaseneingriffe außer bei Neubildung, ohne äußerst schwere CC, ohne Kombinationseingriff, Alter > 15 Jahre;12486;8,7657;5,2895;411;0,0329;647;0,0518
L05A;Transurethrale Prostataresektion mit äußerst schweren CC;903;13,9701;10,13;74;0,0819;53;0,0587
L05B;Transurethrale Prostataresektion ohne äußerst schwere CC;4869;5,9844;4,0701;54;0,0111;395;0,0811
L06A;Kleine Eingriffe an der Harnblase mit äußerst schweren CC;3364;11,5737;9,0009;421;0,1251;278;0,0826
L06B;Kleine Eingriffe an der Harnblase ohne äußerst schwere CC;37009;3,8108;3,24;8115;0,2193;2022;0,0546
