kategorie;kategoriename;Anzahl BA;VwdMw;stdVwd;unter 1 Jahr;1 bis unter 5 Jahre;5 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 70 Jahre;70 bis unter 75 Jahre;75 bis unter 80 Jahre;80 bis unter 85 Jahre;85 bis unter 90 Jahre;90 Jahre und älter;Ant00J;Ant0105J;Ant0510J;Ant1015J;Ant1520J;Ant2025J;Ant2530J;Ant3035J;Ant3540J;Ant4045J;Ant4550J;Ant5055J;Ant5560J;Ant6065J;Ant6570J;Ant7075J;Ant7580J;Ant8085J;Ant8590J;Ant90ffJ
N61;Entzündliche Krankheiten der Mamma [Brustdrüse];277;3,574;2,9524;1;0;0;7;6;4;22;23;35;34;41;26;18;19;10;9;12;6;3;1;0,0036;0,00;0,00;0,0253;0,0217;0,0144;0,0794;0,083;0,1264;0,1227;0,148;0,0939;0,065;0,0686;0,0361;0,0325;0,0433;0,0217;0,0108;0,0036
N62;Hypertrophie der Mamma [Brustdrüse];467;3,0749;1,7557;0;0;0;4;60;76;38;36;27;45;45;44;38;21;16;9;4;2;2;0;0,00;0,00;0,00;0,0086;0,1285;0,1627;0,0814;0,0771;0,0578;0,0964;0,0964;0,0942;0,0814;0,045;0,0343;0,0193;0,0086;0,0043;0,0043;0,00
N63;Nicht näher bezeichnete Knoten in der Mamma [Brustdrüse];21;1,8095;1,2498;0;0;0;0;0;2;2;1;2;0;2;2;2;3;1;1;1;0;0;2;0,00;0,00;0,00;0,00;0,00;0,0952;0,0952;0,0476;0,0952;0,00;0,0952;0,0952;0,0952;0,1429;0,0476;0,0476;0,0476;0,00;0,00;0,0952
N64;Sonstige Krankheiten der Mamma [Brustdrüse];103;2,8641;3,0391;0;0;0;0;3;4;9;7;7;12;14;14;12;6;4;4;5;1;1;0;0,00;0,00;0,00;0,00;0,0291;0,0388;0,0874;0,068;0,068;0,1165;0,1359;0,1359;0,1165;0,0583;0,0388;0,0388;0,0485;0,0097;0,0097;0,00
N70;Salpingitis und Oophoritis;692;4,2803;2,872;0;0;0;1;63;99;110;110;79;74;68;50;21;6;4;3;3;1;0;0;0,00;0,00;0,00;0,0014;0,091;0,1431;0,159;0,159;0,1142;0,1069;0,0983;0,0723;0,0303;0,0087;0,0058;0,0043;0,0043;0,0014;0,00;0,00
N71;Entzündliche Krankheit des Uterus, ausgenommen der Zervix;136;4,1985;2,464;0;0;0;1;5;18;15;25;18;11;7;12;4;2;0;4;4;7;2;1;0,00;0,00;0,00;0,0074;0,0368;0,1324;0,1103;0,1838;0,1324;0,0809;0,0515;0,0882;0,0294;0,0147;0,00;0,0294;0,0294;0,0515;0,0147;0,0074
N72;Entzündliche Krankheit der Cervix uteri;50;3,18;2,1542;0;0;0;0;0;1;2;4;11;6;8;5;7;0;2;2;1;1;0;0;0,00;0,00;0,00;0,00;0,00;0,02;0,04;0,08;0,22;0,12;0,16;0,10;0,14;0,00;0,04;0,04;0,02;0,02;0,00;0,00
N73;Sonstige entzündliche Krankheiten im weiblichen Becken;839;2,7735;1,9336;0;0;0;1;13;61;144;159;144;111;82;53;28;18;12;7;6;0;0;0;0,00;0,00;0,00;0,0012;0,0155;0,0727;0,1716;0,1895;0,1716;0,1323;0,0977;0,0632;0,0334;0,0215;0,0143;0,0083;0,0072;0,00;0,00;0,00
N74;Entzündung im weiblichen Becken bei anderenorts klassifizierten Krankheiten;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
N75;Krankheiten der Bartholin-Drüsen;150;1,44;1,1321;0;0;0;0;8;15;15;22;19;12;17;14;3;7;4;3;6;2;1;2;0,00;0,00;0,00;0,00;0,0533;0,10;0,10;0,1467;0,1267;0,08;0,1133;0,0933;0,02;0,0467;0,0267;0,02;0,04;0,0133;0,0067;0,0133
N76;Sonstige entzündliche Krankheit der Vagina und Vulva;238;3,1261;3,0261;0;1;0;1;10;11;15;19;14;19;24;21;12;20;9;12;27;10;6;7;0,00;0,0042;0,00;0,0042;0,042;0,0462;0,063;0,0798;0,0588;0,0798;0,1008;0,0882;0,0504;0,084;0,0378;0,0504;0,1134;0,042;0,0252;0,0294
N77;Vulvovaginale Ulzeration und Entzündung bei anderenorts klassifizierten Krankheiten;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
N80;Endometriose;2248;3,6423;2,179;0;0;0;3;29;100;262;376;434;441;375;163;32;13;11;4;5;0;0;0;0,00;0,00;0,00;0,0013;0,0129;0,0445;0,1165;0,1673;0,1931;0,1962;0,1668;0,0725;0,0142;0,0058;0,0049;0,0018;0,0022;0,00;0,00;0,00
N81;Genitalprolaps bei der Frau;4106;6,4642;2,762;0;0;0;0;1;3;12;29;91;195;342;441;451;548;508;659;557;203;54;12;0,00;0,00;0,00;0,00;0,0002;0,0007;0,0029;0,0071;0,0222;0,0475;0,0833;0,1074;0,1098;0,1335;0,1237;0,1605;0,1357;0,0494;0,0132;0,0029
N82;Fisteln mit Beteiligung des weiblichen Genitaltraktes;51;8,2353;10,5216;0;0;1;0;0;1;1;2;1;4;6;13;2;0;6;2;7;1;1;3;0,00;0,00;0,0196;0,00;0,00;0,0196;0,0196;0,0392;0,0196;0,0784;0,1176;0,2549;0,0392;0,00;0,1176;0,0392;0,1373;0,0196;0,0196;0,0588
N83;Nichtentzündliche Krankheiten des Ovars, der Tuba uterina und des Lig. latum uteri;2129;2,5829;1,7986;0;1;0;16;101;214;240;252;218;281;268;205;95;89;55;55;32;5;1;1;0,00;0,0005;0,00;0,0075;0,0474;0,1005;0,1127;0,1184;0,1024;0,132;0,1259;0,0963;0,0446;0,0418;0,0258;0,0258;0,015;0,0023;0,0005;0,0005
N84;Polyp des weiblichen Genitaltraktes;667;1,4783;1,4081;0;0;0;1;0;1;8;16;25;38;75;80;65;85;69;81;79;36;6;2;0,00;0,00;0,00;0,0015;0,00;0,0015;0,012;0,024;0,0375;0,057;0,1124;0,1199;0,0975;0,1274;0,1034;0,1214;0,1184;0,054;0,009;0,003
N85;Sonstige nichtentzündliche Krankheiten des Uterus, ausgenommen der Zervix;644;3,1739;2,6344;0;0;0;2;1;4;12;24;42;91;114;82;48;47;33;64;56;18;3;3;0,00;0,00;0,00;0,0031;0,0016;0,0062;0,0186;0,0373;0,0652;0,1413;0,177;0,1273;0,0745;0,073;0,0512;0,0994;0,087;0,028;0,0047;0,0047
N86;Erosion und Ektropium der Cervix uteri;12;3,6667;2,2293;0;0;0;0;0;3;2;1;2;2;1;0;1;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,25;0,1667;0,0833;0,1667;0,1667;0,0833;0,00;0,0833;0,00;0,00;0,00;0,00;0,00;0,00;0,00
N87;Dysplasie der Cervix uteri;499;2,501;2,2157;0;0;0;0;2;26;71;61;74;79;76;43;23;21;7;7;7;2;0;0;0,00;0,00;0,00;0,00;0,004;0,0521;0,1423;0,1222;0,1483;0,1583;0,1523;0,0862;0,0461;0,0421;0,014;0,014;0,014;0,004;0,00;0,00
N88;Sonstige nichtentzündliche Krankheiten der Cervix uteri;47;2,7234;2,887;0;0;0;0;2;4;3;14;7;2;2;5;4;1;0;0;2;1;0;0;0,00;0,00;0,00;0,00;0,0426;0,0851;0,0638;0,2979;0,1489;0,0426;0,0426;0,1064;0,0851;0,0213;0,00;0,00;0,0426;0,0213;0,00;0,00
N89;Sonstige nichtentzündliche Krankheiten der Vagina;78;2,1538;1,831;0;0;0;3;5;8;6;8;5;2;9;8;3;3;3;6;3;3;0;3;0,00;0,00;0,00;0,0385;0,0641;0,1026;0,0769;0,1026;0,0641;0,0256;0,1154;0,1026;0,0385;0,0385;0,0385;0,0769;0,0385;0,0385;0,00;0,0385
N90;Sonstige nichtentzündliche Krankheiten der Vulva und des Perineums;110;2,5455;2,1952;0;0;0;0;11;7;9;4;7;7;10;9;6;8;4;9;10;7;1;1;0,00;0,00;0,00;0,00;0,10;0,0636;0,0818;0,0364;0,0636;0,0636;0,0909;0,0818;0,0545;0,0727;0,0364;0,0818;0,0909;0,0636;0,0091;0,0091
N91;Ausgebliebene, zu schwache oder zu seltene Menstruation;3;2,00;1,7321;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,6667;0,00;0,3333;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
N92;Zu starke, zu häufige oder unregelmäßige Menstruation;1623;3,8047;2,4878;0;0;0;4;10;24;36;91;244;428;522;232;23;6;0;1;1;1;0;0;0,00;0,00;0,00;0,0025;0,0062;0,0148;0,0222;0,0561;0,1503;0,2637;0,3216;0,1429;0,0142;0,0037;0,00;0,0006;0,0006;0,0006;0,00;0,00
N93;Sonstige abnorme Uterus- oder Vaginalblutung;237;2,5949;2,2821;0;0;0;0;4;10;24;17;17;38;50;31;6;5;3;8;5;6;7;6;0,00;0,00;0,00;0,00;0,0169;0,0422;0,1013;0,0717;0,0717;0,1603;0,211;0,1308;0,0253;0,0211;0,0127;0,0338;0,0211;0,0253;0,0295;0,0253
N94;Schmerz und andere Zustände im Zusammenhang mit den weiblichen Genitalorganen und dem Menstruationszyklus;212;3,1604;2,3065;0;0;0;0;25;31;22;27;35;32;27;10;3;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,1179;0,1462;0,1038;0,1274;0,1651;0,1509;0,1274;0,0472;0,0142;0,00;0,00;0,00;0,00;0,00;0,00;0,00
N95;Klimakterische Störungen;522;2,0307;2,2017;0;0;0;0;0;0;0;0;2;0;12;60;64;61;72;70;71;62;34;14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0038;0,00;0,023;0,1149;0,1226;0,1169;0,1379;0,1341;0,136;0,1188;0,0651;0,0268
N96;Neigung zu habituellem Abort;-999;-999,00;-999,00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
N97;Sterilität der Frau;258;1,6202;1,1207;0;0;0;0;1;19;57;85;74;19;3;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0039;0,0736;0,2209;0,3295;0,2868;0,0736;0,0116;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
N98;Komplikationen im Zusammenhang mit künstlicher Befruchtung;61;5,3279;4,7001;0;0;0;0;0;3;15;21;17;5;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,0492;0,2459;0,3443;0,2787;0,082;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
N99;Krankheiten des Urogenitalsystems nach medizinischen Maßnahmen, anderenorts nicht klassifiziert;404;4,6906;2,873;0;2;0;0;4;1;7;8;11;5;22;24;28;48;50;71;65;35;19;4;0,00;0,005;0,00;0,00;0,0099;0,0025;0,0173;0,0198;0,0272;0,0124;0,0545;0,0594;0,0693;0,1188;0,1238;0,1757;0,1609;0,0866;0,047;0,0099
O00;Extrauteringravidität;517;2,8337;1,9686;0;0;0;0;5;49;120;191;123;26;3;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0097;0,0948;0,2321;0,3694;0,2379;0,0503;0,0058;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O01;Blasenmole;12;1,50;1,2432;0;0;0;0;1;0;2;5;1;1;0;2;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0833;0,00;0,1667;0,4167;0,0833;0,0833;0,00;0,1667;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O02;Sonstige abnorme Konzeptionsprodukte;715;1,5315;1,6079;0;0;0;0;22;70;143;211;188;70;9;2;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0308;0,0979;0,20;0,2951;0,2629;0,0979;0,0126;0,0028;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O03;Spontanabort;379;1,5198;1,3517;0;0;0;1;19;34;80;126;83;33;3;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,0026;0,0501;0,0897;0,2111;0,3325;0,219;0,0871;0,0079;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O04;Ärztlich eingeleiteter Abort;396;1,452;1,3872;0;0;0;0;21;52;74;97;105;40;7;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,053;0,1313;0,1869;0,2449;0,2652;0,101;0,0177;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O05;Sonstiger Abort;48;1,6042;1,026;0;0;0;0;0;9;2;20;8;9;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,1875;0,0417;0,4167;0,1667;0,1875;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O06;Nicht näher bezeichneter Abort;260;1,5654;1,2519;0;0;0;0;6;35;65;65;52;35;2;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0231;0,1346;0,25;0,25;0,20;0,1346;0,0077;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O07;Misslungene Aborteinleitung;4;2,25;1,50;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,25;0,50;0,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O08;Komplikationen nach Abort, Extrauteringravidität und Molenschwangerschaft;82;2,1585;1,8424;0;0;0;0;8;14;22;14;16;7;1;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0976;0,1707;0,2683;0,1707;0,1951;0,0854;0,0122;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O09;Schwangerschaftsdauer;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O10;Vorher bestehende Hypertonie, die Schwangerschaft, Geburt und Wochenbett kompliziert;28;4,0714;2,5082;0;0;0;0;0;3;7;10;5;2;1;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,1071;0,25;0,3571;0,1786;0,0714;0,0357;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O11;Vorher bestehende chronische Hypertonie mit aufgepfropfter Präeklampsie, die Schwangerschaft, Geburt und Wochenbett kompliziert;13;5,2308;5,6444;0;0;0;0;0;1;3;4;5;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,0769;0,2308;0,3077;0,3846;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O12;Gestationsödeme und Gestationsproteinurie [schwangerschaftsinduziert] ohne Hypertonie;109;4,1835;2,1133;0;0;0;0;1;9;33;30;28;7;1;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0092;0,0826;0,3028;0,2752;0,2569;0,0642;0,0092;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O13;Gestationshypertonie [schwangerschaftsinduzierte Hypertonie];359;4,1504;3,1329;0;0;0;0;4;39;101;123;74;17;1;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0111;0,1086;0,2813;0,3426;0,2061;0,0474;0,0028;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O14;Präeklampsie;792;4,5391;3,9738;0;0;0;0;13;120;203;301;116;38;1;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0164;0,1515;0,2563;0,3801;0,1465;0,048;0,0013;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O15;Eklampsie;8;4,375;3,8522;0;0;0;0;0;1;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,125;0,125;0,25;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O16;Nicht näher bezeichnete Hypertonie der Mutter;45;3,4222;2,2713;0;0;0;0;1;6;13;14;6;5;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0222;0,1333;0,2889;0,3111;0,1333;0,1111;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O20;Blutung in der Frühschwangerschaft;1711;4,1327;3,6774;0;0;0;0;77;267;522;520;265;54;5;1;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,045;0,156;0,3051;0,3039;0,1549;0,0316;0,0029;0,0006;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O21;Übermäßiges Erbrechen während der Schwangerschaft;2211;4,3713;4,6015;0;0;0;0;99;499;761;548;260;39;5;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0448;0,2257;0,3442;0,2479;0,1176;0,0176;0,0023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O22;Venenkrankheiten und Hämorrhoiden als Komplikationen in der Schwangerschaft;27;4,0741;2,4007;0;0;0;0;0;2;6;7;10;2;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,0741;0,2222;0,2593;0,3704;0,0741;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O23;Infektionen des Urogenitaltraktes in der Schwangerschaft;434;3,8318;3,2561;0;0;0;1;25;110;125;116;48;9;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,0023;0,0576;0,2535;0,288;0,2673;0,1106;0,0207;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O24;Diabetes mellitus in der Schwangerschaft;283;4,0035;1,9102;0;0;0;0;5;30;47;99;84;18;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0177;0,106;0,1661;0,3498;0,2968;0,0636;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O25;Fehl- und Mangelernährung in der Schwangerschaft;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O26;Betreuung der Mutter bei sonstigen Zuständen, die vorwiegend mit der Schwangerschaft verbunden sind;1182;2,709;2,3417;0;0;0;1;77;260;391;304;113;35;1;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,0008;0,0651;0,22;0,3308;0,2572;0,0956;0,0296;0,0008;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O28;Abnorme Befunde bei der Screeninguntersuchung der Mutter zur pränatalen Diagnostik;122;2,8525;2,5216;0;0;0;0;2;22;46;38;12;2;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0164;0,1803;0,377;0,3115;0,0984;0,0164;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O29;Komplikationen bei Anästhesie in der Schwangerschaft;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O30;Mehrlingsschwangerschaft;124;5,8548;3,2226;0;0;0;0;0;7;30;44;33;10;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,0565;0,2419;0,3548;0,2661;0,0806;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O31;Komplikationen, die für eine Mehrlingsschwangerschaft spezifisch sind;2;4,00;4,2426;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O32;Betreuung der Mutter bei festgestellter oder vermuteter Lage- und Einstellungsanomalie des Feten;731;4,7319;1,9351;0;0;0;0;10;81;204;275;131;28;2;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0137;0,1108;0,2791;0,3762;0,1792;0,0383;0,0027;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O33;Betreuung der Mutter bei festgestelltem oder vermutetem Missverhältnis zwischen Fetus und Becken;699;5,2275;1,5919;0;0;0;0;19;109;197;224;120;30;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0272;0,1559;0,2818;0,3205;0,1717;0,0429;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O34;Betreuung der Mutter bei festgestellter oder vermuteter Anomalie der Beckenorgane;3810;5,5457;6,4366;0;0;0;0;43;336;936;1372;923;195;5;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0113;0,0882;0,2457;0,3601;0,2423;0,0512;0,0013;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O35;Betreuung der Mutter bei festgestellter oder vermuteter Anomalie oder Schädigung des Feten;137;4,1095;3,4357;0;0;0;0;2;19;28;41;28;19;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0146;0,1387;0,2044;0,2993;0,2044;0,1387;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O36;Betreuung der Mutter wegen sonstiger festgestellter oder vermuteter Komplikationen beim Feten;932;4,1062;3,8238;0;0;0;0;38;136;296;263;170;29;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0408;0,1459;0,3176;0,2822;0,1824;0,0311;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O40;Polyhydramnion;21;4,2381;2,2339;0;0;0;0;0;2;6;4;8;1;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,0952;0,2857;0,1905;0,381;0,0476;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O41;Sonstige Veränderungen des Fruchtwassers und der Eihäute;391;4,3555;3,2831;0;0;0;0;10;65;113;133;63;7;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0256;0,1662;0,289;0,3402;0,1611;0,0179;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O42;Vorzeitiger Blasensprung;3662;3,9913;2,067;0;0;0;0;78;440;1085;1256;690;109;4;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0213;0,1202;0,2963;0,343;0,1884;0,0298;0,0011;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O43;Pathologische Zustände der Plazenta;204;4,7353;3,8772;0;0;0;0;5;21;65;61;43;7;1;1;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0245;0,1029;0,3186;0,299;0,2108;0,0343;0,0049;0,0049;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O44;Placenta praevia;241;6,0539;7,414;0;0;0;0;2;22;51;91;65;10;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0083;0,0913;0,2116;0,3776;0,2697;0,0415;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O45;Vorzeitige Plazentalösung [Abruptio placentae];119;4,5714;2,223;0;0;0;0;1;14;30;38;32;4;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0084;0,1176;0,2521;0,3193;0,2689;0,0336;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O46;Präpartale Blutung, anderenorts nicht klassifiziert;224;3,4643;5,193;0;0;0;0;10;23;78;65;40;7;1;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0446;0,1027;0,3482;0,2902;0,1786;0,0313;0,0045;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O47;Frustrane Kontraktionen [Unnütze Wehen];1425;1,9207;2,1437;0;0;0;0;75;296;409;442;170;32;1;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0526;0,2077;0,287;0,3102;0,1193;0,0225;0,0007;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O48;Übertragene Schwangerschaft;1543;3,9981;1,8195;0;0;0;0;31;181;479;563;247;42;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0201;0,1173;0,3104;0,3649;0,1601;0,0272;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O60;Vorzeitige Wehen und Entbindung;2265;4,7506;6,2113;0;0;0;0;138;416;702;650;297;59;3;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0609;0,1837;0,3099;0,287;0,1311;0,026;0,0013;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O61;Misslungene Geburtseinleitung;384;3,8203;2,9595;0;0;0;0;10;63;118;119;62;11;1;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,026;0,1641;0,3073;0,3099;0,1615;0,0286;0,0026;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O62;Abnorme Wehentätigkeit;1664;3,8215;1,657;0;0;0;0;34;214;480;591;286;59;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0204;0,1286;0,2885;0,3552;0,1719;0,0355;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O63;Protrahierte Geburt;2006;4,8355;1,6628;0;0;0;1;45;256;698;683;276;46;1;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,0005;0,0224;0,1276;0,348;0,3405;0,1376;0,0229;0,0005;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O64;Geburtshindernis durch Lage-, Haltungs- und Einstellungsanomalien des Feten;2031;5,1768;1,6273;0;0;0;0;29;225;600;788;304;81;4;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0143;0,1108;0,2954;0,388;0,1497;0,0399;0,002;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O65;Geburtshindernis durch Anomalie des mütterlichen Beckens;2136;5,0946;1,4892;0;0;0;0;46;247;622;740;393;83;5;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0215;0,1156;0,2912;0,3464;0,184;0,0389;0,0023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
O66;Sonstiges Geburtshindernis;334;4,8144;1,7557;0;0;0;0;7;43;93;117;56;18;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,021;0,1287;0,2784;0,3503;0,1677;0,0539;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
